ARID,ESTAB_ARID,UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY
DDR190314000823432154,DDR190314000318377666,80848087919,HH,Household,U,RD02,,167 Thermal Desired Alley,,,Confidentiality City,AF1 2PU,-125.687330,-58.834813,E27983613,W89945635,W42085792,W46678583,N62065144,4,2,HH_2LEFN,,,
DDR190314000715809749,DDR190314000372013919,18823958711,HH,Household,U,RD05,,84 Fetish Aurora Alley,,,Across Hamlet,YB1 6GE,-162.484522,-62.989057,W81059301,E24300397,W19835167,W86149469,E29558857,3,5,HH_2LEFN,,,
DDR190314000465934903,DDR190314000589352308,85678856434,HH,Household,U,RD05,,205 Commander Lincoln Street,,,Verification Hamlet,HP6 3BZ,-35.222958,-69.504432,N55497537,E64087888,W13776456,W46553940,N92327907,5,3,HH_2LEFN,,,
DDR190314000123850854,DDR190314000482642861,87378098679,HH,Household,U,RD03,,589 Marco Chapel Way,,,Ecological City,KG9 6BK,103.563371,57.146385,N99057004,E44389244,W91512755,W26520900,N45004351,1,3,HH_2LEFN,,,
DDR190314000921894324,DDR190314000743612227,10735455564,HH,Household,U,RD03,,642 Refined Regional Avenue,,,Portugal Village,CY8 1GY,35.273366,-140.155974,N44407342,N34831971,N93387112,E26093934,N41519105,2,3,HH_2LEFN,,,
DDR190314000995652590,DDR190314000641510521,44384968699,HH,Household,U,RD03,,664 Marathon Cultural Passage,,,Variance Hamlet,YJ8 5TK,-8.319481,19.694287,E17720546,W34349598,E65710606,N57681959,N41539341,5,1,HH_2LEFN,,,
DDR190314000431209589,DDR190314000465999953,40492251014,HH,Household,U,RD05,,14 Pill Extended Passage,,,Relay City,HZ2 1IR,-7.650230,18.756619,W48152268,N72206592,W42476341,W38067430,W78751231,1,1,HH_2LEFN,,,
DDR190314000219723195,DDR190314000491765838,19148737341,HH,Household,U,RD06,,397 Love Reference Alley,,,Attend Town,VA2 9XR,74.505106,-121.143158,E30549727,W22269772,N77091545,E32431439,E62985891,2,4,HH_2LEFN,,,
DDR190314000852945321,DDR190314000104517406,72650626282,HH,Household,U,RD04,,825 Airports Affiliates Avenue,,,Complimentary City,GG5 2SV,-154.985159,-154.798287,W19186989,N52728845,W37725995,N52026367,W91223936,4,3,HH_2LEFN,,,
DDR190314000251826115,DDR190314000300914369,65108393422,HH,Household,U,RD05,,563 Iraqi Interests Way,,,Tabs Hamlet,OR6 3QO,125.971768,-102.472862,N10799833,E72845438,N28628152,E89537696,W98626040,5,3,HH_2LEFN,,,
DDR190314000280079545,DDR190314000907769799,40810807138,HH,Household,U,RD05,,772 Admitted Warrant Passage,,,Login Hamlet,MJ4 6BM,-119.1060,57.107340,N41726071,E74843082,E33601201,W95429780,W90479007,4,2,HH_2LEFN,,,
DDR190314000753391389,DDR190314000307548432,41699200560,HH,Household,U,RD06,,556 Awards Altered Passage,,,Attending City,QJ7 5GB,-4.149029,-148.961673,N81611615,N69956691,N23346773,W53045018,E11710363,3,2,HH_2LEFN,,,
DDR190314000528550176,DDR190314000168933760,51366628083,HH,Household,U,RD03,,900 Impaired Fees Passage,,,Electronic City,YQ9 6VS,3.502678,-119.774062,N15081120,W74133267,N82335408,W97803158,N22826657,3,2,HH_2LEFN,,,
DDR190314000405998042,DDR190314000873384169,76007660238,HH,Household,U,RD06,,349 Leather Sake Alley,,,Supposed Town,CF7 9EF,-99.255284,-94.857879,E16197566,W64925698,W74504966,N72872468,E94206203,4,1,HH_2LEFN,,,
DDR190314000232998241,DDR190314000806926699,72087742934,HH,Household,U,RD06,,247 Reached Stockings Road,,,Reduction City,ZY1 6OR,176.681458,-80.729442,E87768978,E34346971,W15158689,N46880125,E88837454,5,4,HH_2LEFN,,,
DDR190314000735077277,DDR190314000751381636,31812444719,HH,Household,U,RD05,,608 Refresh Gasoline Road,,,District Town,OG8 4EG,97.405417,-58.972464,E10182564,N12981449,E96242015,N77024771,E17446253,3,3,HH_2LEFN,,,
DDR190314000847106174,DDR190314000818262166,49316082832,HH,Household,U,RD02,,729 Budapest Natural Lane,,,Adipex Town,FF5 1BD,48.934226,-175.907748,W26027885,E19874213,W49432312,N29060993,N54541249,2,3,HH_2LEFN,,,
DDR190314000513630978,DDR190314000519295196,96792955786,HH,Household,U,RD06,,76 Logos Either Passage,,,Picking Hamlet,EI9 5SN,-64.552074,-60.998109,W24608245,W53732839,N73314037,N52923006,N78045060,1,4,HH_2LEFN,,,
DDR190314000108701725,DDR190314000319505923,78007117052,HH,Household,U,RD03,,656 Pixel Knock Street,,,Marion Hamlet,CW7 3XH,-36.212825,-22.389119,W14052415,E77678938,N48188317,E20280009,N99005924,4,5,HH_2LEFN,,,
DDR190314000571620122,DDR190314000586995800,40012551780,HH,Household,U,RD05,,824 Spyware England Way,,,Organizing Hamlet,SL4 4PK,126.504757,108.725335,E75093977,E17238765,N18028681,E98081852,W24397324,2,2,HH_2LEFN,,,
DDR190314000195827708,DDR190314000384047248,47344954373,HH,Household,U,RD02,,491 Indexed Eventually Alley,,,Attractive Village,UT8 5LP,-17.890746,148.286015,E81007129,W23475258,W10603809,W27296121,N68957364,4,1,HH_2LEFN,,,
DDR190314000534808101,DDR190314000906738859,94180058367,HH,Household,U,RD03,,588 Pillow Shapes Lane,,,Hampshire Village,TH8 8WR,-75.938486,158.679126,E94284357,N99185841,W73890269,W38198467,W62942268,3,3,HH_2LEFN,,,
DDR190314000447745127,DDR190314000379478343,93701291275,HH,Household,U,RD02,,221 Familiar Requests Way,,,Letters Hamlet,QI9 6FD,-30.993207,-173.747421,W77375518,E55749434,N68736019,E99714179,E41985126,5,1,HH_2LEFN,,,
DDR190314000305837762,DDR190314000148377024,26680083621,HH,Household,U,RD05,,919 Newest Shelter Road,,,Jeff Hamlet,IG9 4HR,47.421139,59.106215,E82954385,N14523723,E77061320,E87269602,E86736230,2,3,HH_2LEFN,,,
DDR190314000294974920,DDR190314000705784665,14502258409,HH,Household,U,RD03,,701 Descending Greece Road,,,Cabin Village,NG5 9VS,-89.814867,-165.52162,N48066039,N87795752,W73428523,W21337900,N69240546,4,2,HH_2LEFN,,,
DDR190314000518428328,DDR190314000794023570,51499491704,HH,Household,U,RD04,,55 Degrees Adoption Street,,,Missions Village,VC5 6UA,-12.407615,-75.341966,E96074927,W50028455,N45831165,E31180704,E87619494,3,1,HH_2LEFN,,,
DDR190314000898857291,DDR190314000479356932,32193695155,HH,Household,U,RD06,,832 Lenders Vietnam Lane,,,Single City,XF2 3VM,105.119009,-38.930480,E30911769,N15908451,E90504831,W26237826,W34242941,4,5,HH_2LEFN,,,
DDR190314000251324724,DDR190314000323780457,55209481940,HH,Household,U,RD03,,779 Visa Matter Lane,,,Margin Village,BL8 1FE,-139.542368,42.654974,E82501934,W33119124,E76088632,E54778391,N55941907,5,3,HH_2LEFN,,,
DDR190314000778744699,DDR190314000371060467,46165127423,HH,Household,U,RD02,,938 Pipe Alliance Road,,,Landing Village,TD3 5EJ,-180.225444,7.76336,E95875902,E42224272,W93720082,N30066539,E13905544,5,5,HH_2LEFN,,,
DDR190314000104307331,DDR190314000686698823,20492227999,HH,Household,U,RD04,,953 Whole Retirement Passage,,,Express Hamlet,RU6 5DX,86.187152,41.291814,W21447388,E73932337,E95341165,E83485311,N43944340,2,4,HH_2LEFN,,,
DDR190314000648371323,DDR190314000202335039,70063567530,HH,Household,U,RD06,,214 Little Ipaq Avenue,,,Simon Village,IB5 5NT,-106.461455,122.197888,E76187296,E66251841,W26303256,N37690056,N57232988,3,4,HH_2LEFN,,,
DDR190314000477814188,DDR190314000386954592,28498295609,HH,Household,U,RD04,,334 Feedback Budgets Road,,,Restaurant City,IF5 9ZL,-136.806860,-68.9249,E41325864,W66727098,N77424156,W24169614,N10140116,4,3,HH_2LEFN,,,
DDR190314000654394742,DDR190314000197457046,32371263239,HH,Household,U,RD05,,612 Natural Entity Way,,,Procedure Town,FW8 9IH,144.524867,28.77012,W91066854,N64128091,W61562037,N40543653,E55534829,5,3,HH_2LEFN,,,
DDR190314000609079276,DDR190314000162007160,76467944140,HH,Household,U,RD02,,712 Accessories Operators Road,,,Treatments Hamlet,SJ8 8EU,136.501345,-18.199098,W65721840,E66737021,W61740780,E67599844,E20885461,3,2,HH_2LEFN,,,
DDR190314000781890603,DDR190314000673773093,57084071991,HH,Household,U,RD04,,712 Continued Record Lane,,,Fighting Village,IX9 9KP,-143.270689,9.678180,W12527023,E67823954,N70648124,W96183280,W75079104,4,5,HH_2LEFN,,,
DDR190314000442894883,DDR190314000835660326,77275270438,HH,Household,U,RD06,,331 Uganda Oecd Road,,,Deutsche Town,QG6 4XJ,-34.338350,-106.478168,E62768180,N74551950,E17406344,E82372148,N71415935,5,4,HH_2LEFN,,,
DDR190314000455505697,DDR190314000208266160,11067713940,HH,Household,U,RD05,,798 Telescope Execution Road,,,Breath City,OL8 3JR,-167.855061,-96.699716,N93061846,E75553305,N27927384,E98034442,E20819825,5,5,HH_2LEFN,,,
DDR190314000992229976,DDR190314000287466134,70379091976,HH,Household,U,RD02,,481 Consult Drinking Avenue,,,Endorsement Town,MZ8 5PK,-109.396360,151.454672,E70854693,N45814042,E41278193,W85050325,E86332644,2,3,HH_2LEFN,,,
DDR190314000456556053,DDR190314000165766740,43911950687,HH,Household,U,RD05,,528 Dakota Articles Lane,,,Medicines Town,MT5 8SQ,-120.112799,-107.638006,E39127988,E22246856,N60457265,N65542798,W51313600,1,3,HH_2LEFN,,,
DDR190314000897186459,DDR190314000483024625,39653049096,HH,Household,U,RD02,,865 Throat Variety Street,,,Resort Village,TX2 2XL,125.632701,68.433490,W19684140,W68336246,W45060467,E47515076,N33687705,3,2,HH_2LEFN,,,
DDR190314000373402612,DDR190314000789984200,41486261989,HH,Household,U,RD05,,932 Peas Hormone Way,,,Largely City,YK4 1WJ,-136.216949,-10.299650,W83613790,N97872130,W13822854,E65437585,W27900730,4,3,HH_2LEFN,,,
DDR190314000808464617,DDR190314000970969311,69389194370,HH,Household,U,RD03,,201 Circus Reported Way,,,Netherlands City,FT8 5AO,15.462966,3.799456,N54564263,W72096023,E57739303,W73654876,E49896516,1,1,HH_2LEFN,,,
DDR190314000284975570,DDR190314000572936957,10877413134,HH,Household,U,RD06,,390 Programmer Dude Lane,,,Plant Town,TA1 5YU,-41.331675,73.808091,N72187287,W35647419,E67745058,N41697185,E43681912,2,1,HH_2LEFN,,,
DDR190314000875709701,DDR190314000500181740,95141905772,HH,Household,U,RD05,,445 Technical Thus Avenue,,,Webshots City,DK2 8DX,5.533312,-43.38663,E72886756,W34280556,E67663631,W75291143,N37880484,3,1,HH_2LEFN,,,
DDR190314000891526623,DDR190314000109919430,36609521496,HH,Household,U,RD05,,538 Receiver Jessica Lane,,,Guns Village,DK5 5SZ,175.194488,69.596399,E28943596,W64711535,E10095171,W92885851,W68339885,5,5,HH_2LEFN,,,
DDR190314000650210693,DDR190314000742477787,55113874155,HH,Household,U,RD03,,381 Practice Contains Avenue,,,Stunning Village,RO3 6PU,32.589718,158.717413,W46109303,N55920784,W72532046,N36965700,N78913779,3,5,HH_2LEFN,,,
DDR190314000189171462,DDR190314000783017599,60908399353,HH,Household,U,RD04,,222 Orientation Bucks Road,,,Palestine Village,PP4 7OX,159.446387,109.591512,N26646586,N35592359,E57327196,N17737031,N90619507,1,3,HH_2LEFN,,,
DDR190314000551992890,DDR190314000967150022,57838323982,HH,Household,U,RD06,,282 Career Forty Alley,,,Yesterday Town,ST7 4WH,-61.947127,-9.226222,E45814007,E12475179,E69931023,W50928158,N61011969,3,5,HH_2LEFN,,,
DDR190314000250979595,DDR190314000964445702,58622433434,HH,Household,U,RD02,,753 Diameter Nominations Lane,,,Standards Hamlet,OB9 4FO,174.555492,-20.912969,W59613561,E28066153,N51344080,N10899945,W45785291,3,4,HH_2LEFN,,,
DDR190314000261151796,DDR190314000721203080,44906673017,HH,Household,U,RD02,,938 Crossword Selling Alley,,,Suicide Hamlet,DF2 6KO,-169.54487,125.901552,N80643412,W93134372,W84895920,W33777396,N74766985,2,4,HH_2LEFN,,,
DDR190314000858963001,DDR190314000859842862,30477932506,HH,Household,U,RD03,,801 Note Advantage Alley,,,Pounds Village,VD4 4QP,41.202372,166.309200,E84225416,W86885968,N10069522,E73861047,N48915250,4,5,HH_2LEFN,,,
DDR190314000586443703,DDR190314000256091379,56730574767,HH,Household,U,RD03,,758 Ultra Burns Lane,,,African Town,PV1 6ZI,-55.723533,167.188511,W58779553,E43503849,E44796958,E46626747,N27192627,1,2,HH_2LEFN,,,
DDR190314000616976306,DDR190314000247762515,66573159417,HH,Household,U,RD03,,929 Grave Skills Avenue,,,Pubmed City,UN8 4UE,-40.337833,14.667546,E76018898,W18241326,N49958366,W50010452,N92690677,1,1,HH_2LEFN,,,
DDR190314000554482633,DDR190314000406953229,20319608870,HH,Household,U,RD02,,976 Executive Hell Alley,,,Islam Hamlet,HT6 7HU,87.643742,96.398361,W39521338,E17545928,N59230535,N35204962,N81877150,5,5,HH_2LEFN,,,
DDR190314000922258560,DDR190314000316890813,97876605019,HH,Household,U,RD03,,927 Sterling Cardiff Alley,,,Suspension Town,NU4 5GY,28.453359,178.998512,E45665449,N26502082,N26852050,W20649572,E65749925,3,2,HH_2LEFN,,,
DDR190314000197553191,DDR190314000916520788,35699467754,HH,Household,U,RD03,,18 Wireless Button Passage,,,Pierce Village,QK8 6WA,-139.43439,107.653227,W95738939,W18872478,W94386331,W65972459,N63345397,4,1,HH_2LEFN,,,
DDR190314000721427956,DDR190314000369576240,26601797162,HH,Household,U,RD04,,91 Logging Unemployment Street,,,Practices Town,QY8 4RX,-36.145797,169.424045,E44308388,E94236381,E94211641,N53175284,E50692996,5,2,HH_2LEFN,,,
DDR190314000813684631,DDR190314000718084786,61411432064,HH,Household,U,RD04,,775 Holders Dose Avenue,,,Influences Hamlet,OD2 8PU,-18.268862,59.917589,N38008911,W34246581,W44081280,W79781752,N31792390,3,2,HH_2LEFN,,,
DDR190314000443581848,DDR190314000470069867,14032144299,HH,Household,U,RD04,,696 Receptors Aggregate Passage,,,Cocktail Village,UR5 6VZ,175.377325,-36.366984,E55632246,N28271959,E70855491,W32384094,N47031772,2,5,HH_2LEFN,,,
DDR190314000514144903,DDR190314000429532921,15851567591,HH,Household,U,RD04,,601 Statements Workout Passage,,,Fuel Town,CM2 1NL,-127.344534,83.455345,N25321733,E61025253,W21660492,W19847398,W87219126,4,4,HH_2LEFN,,,
DDR190314000723722535,DDR190314000613787753,92925519817,HH,Household,U,RD03,,97 During Absolutely Alley,,,Gather City,RX6 9UW,52.183182,157.908107,E98074890,W10479692,E64366951,E54558306,W28588648,2,5,HH_2LEFN,,,
DDR190314000148145351,DDR190314000224988963,96602348085,HH,Household,U,RD03,,499 Ideal Females Lane,,,Interface City,FT1 1JZ,59.204494,-148.37341,W35747595,N24896115,N94161454,W86697123,W87244257,3,2,HH_2LEFN,,,
DDR190314000880726183,DDR190314000520815507,40920929180,HH,Household,U,RD02,,383 Urgent Bold Avenue,,,Breeds City,YY7 5JX,124.995341,8.788675,E83887583,E73021672,E78645926,N56558088,E84963523,3,2,HH_2LEFN,,,
DDR190314000815641970,DDR190314000800740724,20316938688,HH,Household,U,RD03,,18 Commercial Realistic Avenue,,,Ampland Town,NJ7 7JQ,-55.959938,-156.909842,N71969567,E79046634,W25924102,E61175448,W23398264,1,1,HH_2LEFN,,,
DDR190314000104379488,DDR190314000248216846,97772276505,HH,Household,U,RD02,,131 Promo Attract Road,,,Memo Village,TF3 2QE,-17.141740,-15.576429,E42574456,E75134429,W32654698,W42678494,E32208747,2,1,HH_2LEFN,,,
DDR190314000498263449,DDR190314000968665731,26711131873,HH,Household,U,RD05,,381 Stem Soon Lane,,,Cream Town,OW4 5ZP,151.574123,-147.236505,W68685115,W77098098,E69486537,E34112335,W64067158,2,3,HH_2LEFN,,,
DDR190314000800056418,DDR190314000534939101,78686317530,HH,Household,U,RD03,,73 Delegation Verbal Way,,,Mold Town,KP5 9QB,-19.108735,-132.155859,N60645806,W44478182,E60175437,N39104618,W20402577,3,1,HH_2LEFN,,,
DDR190314000705183141,DDR190314000882458215,19432884290,HH,Household,U,RD02,,916 Meditation Mercedes Alley,,,Things Village,YL6 6GF,11.113257,-100.576457,N45888965,E32821499,N57134835,N97623989,W49975666,5,4,HH_2LEFN,,,
DDR190314000232604930,DDR190314000642548941,59159441699,HH,Household,U,RD05,,850 Nickel Fibre Way,,,Freebsd City,FI6 1UO,-72.606538,31.292666,W98454235,N38029897,N56024464,W11889443,W60550486,3,5,HH_2LEFN,,,
DDR190314000663603207,DDR190314000467427779,36552619277,HH,Household,U,RD05,,530 Imposed Taught Alley,,,Facility Village,UG7 7NF,-72.11654,-63.245912,E89074166,W74164833,W52817826,N58064816,W53188107,4,5,HH_2LEFN,,,
DDR190314000712448762,DDR190314000420654183,35577714649,HH,Household,U,RD06,,870 Meet Parameter Street,,,Oriented Hamlet,NI2 4LM,114.724191,-141.674527,W65905106,W96165570,N66590220,W13367635,N64725487,3,2,HH_2LEFN,,,
DDR190314000240109379,DDR190314000106049409,10636501069,HH,Household,U,RD02,,308 Hebrew Lifetime Alley,,,Anyway City,QK8 9BS,-137.59492,-180.540014,N24079826,E17887167,E20121980,E28011278,W80154442,3,2,HH_2LEFN,,,
DDR190314000882589557,DDR190314000437714118,42846051981,HH,Household,U,RD03,,795 Wonder Action Street,,,Vagina Town,DV4 3OK,57.467720,-142.87292,N93729592,N13265436,W48432910,N68300915,E19025077,5,4,HH_2LEFN,,,
DDR190314000807065181,DDR190314000739910545,49250116749,HH,Household,U,RD03,,921 Administrative Routines Passage,,,Volumes Town,XL9 9AM,-81.561462,75.712699,N48781001,E12775109,W88627563,W79905606,W70146914,3,5,HH_2LEFN,,,
DDR190314000932093951,DDR190314000994629247,20881875378,HH,Household,U,RD05,,827 Grande Wildlife Lane,,,Several Town,EF1 4OE,85.600577,119.288463,N64737972,W97228885,N96562140,N83842326,E11707118,2,2,HH_2LEFN,,,
DDR190314000574488480,DDR190314000964226181,92230723839,HH,Household,U,RD06,,828 Fellow Elizabeth Alley,,,Elementary Town,ZQ6 7YP,-39.747626,70.598975,E45544592,N56156835,E67301364,E85722124,E13417695,3,5,HH_2LEFN,,,
DDR190314000138843698,DDR190314000472440069,65209208060,HH,Household,U,RD06,,532 Causing Fraud Street,,,Feeds City,YO4 1BN,-158.177906,-154.965827,W21381036,N70044159,W29442419,N63134797,E15023749,5,1,HH_2LEFN,,,
DDR190314000695049688,DDR190314000790469974,98913987047,HH,Household,U,RD04,,802 Brunette Satisfied Passage,,,Text City,FI2 1JH,114.678295,157.731419,W62424884,E21235786,N19056338,W16107512,W48916908,1,2,HH_2LEFN,,,
DDR190314000201356073,DDR190314000706568928,52137807543,HH,Household,U,RD02,,942 Beginner Nightlife Passage,,,Hebrew Village,EM5 6MH,117.532091,100.463016,N68891740,W21763113,E44517039,W44197219,N30466849,2,5,HH_2LEFN,,,
DDR190314000437580929,DDR190314000451455163,52610926918,HH,Household,U,RD05,,915 Thickness Dragon Road,,,Wiley Village,YK9 4XK,94.900617,-134.763709,N24891579,E28141214,W26563185,N92417716,E61326321,5,1,HH_2LEFN,,,
DDR190314000927394703,DDR190314000405485163,31424592878,HH,Household,U,RD03,,615 Birds Aging Alley,,,Translation Village,LN6 3AD,-56.943573,78.612536,W83622967,W85193327,W28786931,E38383186,W79109893,1,2,HH_2LEFN,,,
DDR190314000104845367,DDR190314000937970744,65095548661,HH,Household,U,RD04,,959 Recruitment Pricing Street,,,Practices Town,FW8 7RK,154.470162,-46.201308,W40477693,E44244591,W20087642,E52747795,W12097024,1,4,HH_2LEFN,,,
DDR190314000796529113,DDR190314000186706974,80499005271,HH,Household,U,RD02,,748 Mexican Compiled Alley,,,Photographs Village,ZQ2 8TH,139.26375,-126.507994,N90132091,N18357976,N55054014,N68697309,N74333407,5,1,HH_2LEFN,,,
DDR190314000692425786,DDR190314000804635116,94135492649,HH,Household,U,RD02,,190 Consensus Morgan Passage,,,Discretion Town,AQ1 1TT,-59.522869,179.453143,W34384189,E31752909,W78973023,E15361269,N21218756,1,1,HH_2LEFN,,,
DDR190314000626053609,DDR190314000556560758,10478226297,HH,Household,U,RD05,,842 Till Industrial Alley,,,Preference Village,GG2 1II,-1.929686,-117.508250,W26477391,W10127472,E54862286,W77565151,W53869544,2,4,HH_2LEFN,,,
DDR190314000623012482,DDR190314000240744883,49082441115,HH,Household,U,RD03,,524 Autumn Finances Way,,,Livestock Hamlet,LK8 3CR,-142.827894,-75.380703,N59796991,E21619645,E75862215,E43444862,E68264581,1,3,HH_2LEFN,,,
DDR190314000816651311,DDR190314000356766223,85938826891,HH,Household,U,RD05,,941 Call Registrar Alley,,,Mega Town,TR5 3DM,137.716463,68.352747,N50637221,N84001559,E13098781,N31946319,N98699713,2,1,HH_2LEFN,,,
DDR190314000302008788,DDR190314000153225086,89611168901,HH,Household,U,RD02,,935 Press Automobiles Alley,,,Delta Hamlet,CW3 8WG,5.22122,-89.35078,E64609840,E21003525,N83535521,E70106383,N35465607,1,1,HH_2LEFN,,,
DDR190314000573469889,DDR190314000206114782,87909190754,HH,Household,U,RD02,,605 Definitions Peru Passage,,,Regardless Village,KK8 9FZ,168.823055,-152.950357,N32135280,W37803211,W12055039,N28631564,W92675169,1,4,HH_2LEFN,,,
DDR190314000358037555,DDR190314000430710688,46332804061,HH,Household,U,RD02,,255 Emily Realtors Passage,,,Viewpicture Village,BM9 5LC,-99.702936,42.408695,W90435584,W87339570,N37295280,W70189858,E21853823,4,3,HH_2LEFN,,,
DDR190314000888178627,DDR190314000121025989,77686298450,HH,Household,U,RD03,,260 Finances Meetup Passage,,,Residence Hamlet,OF9 4QG,-157.553652,-167.282111,N88241107,N64423109,N16688979,W63860204,N77078794,4,1,HH_2LEFN,,,
DDR190314000522878730,DDR190314000608828397,48179845836,HH,Household,U,RD03,,331 Banned Lookup Way,,,Katrina Village,LD4 1RJ,169.788178,124.486293,W27917158,N25418733,N37070465,E89248183,W21520503,4,4,HH_2LEFN,,,
DDR190314000127063459,DDR190314000441206476,41037805542,HH,Household,U,RD04,,268 Rose Bookmark Avenue,,,Maui Hamlet,LO9 6OG,67.906104,129.381350,N56434904,N83009389,E51202027,W64481828,E90043638,2,5,HH_2LEFN,,,
DDR190314000596389828,DDR190314000598443973,70410798692,HH,Household,U,RD06,,480 Bathrooms Hudson Street,,,Champagne Town,JF4 2GM,-47.348838,51.429509,N29183962,W16940574,E51922201,E56778816,E72176398,1,3,HH_2LEFN,,,
DDR190314000633919847,DDR190314000455269943,24231857406,HH,Household,U,RD06,,580 Given Pride Lane,,,Dominican Town,QC6 1WD,135.99627,161.794282,E71216931,W96801779,W60447917,N53835970,N81439051,4,1,HH_2LEFN,,,
DDR190314000245446649,DDR190314000680299278,75886557370,HH,Household,U,RD06,,101 Emails Avenue Passage,,,Burst Village,GO7 9UV,-116.382075,-64.185911,W23359666,W47711483,E26359781,N68572593,W91704059,5,3,HH_2LEFN,,,
DDR190314000532219187,DDR190314000536022723,60990269027,HH,Household,U,RD03,,421 Rack Mayor Road,,,Terrorists Village,RM2 1CG,-172.997140,-43.544288,E58094618,W30310921,N88483311,N67801224,N15377333,2,4,HH_2LEFN,,,
DDR190314000401441393,DDR190314000387379404,79979816438,HH,Household,U,RD06,,176 None Death Road,,,Entrance Hamlet,XO9 2TF,-55.751160,147.916262,N10798196,E61644263,N23962816,W56259769,E35417067,2,3,HH_2LEFN,,,
DDR190314000362323618,DDR190314000644571385,57455685677,HH,Household,U,RD04,,857 Saddam Kings Passage,,,Wood Town,LK2 2TL,-119.277065,-117.859596,W96782480,E12939292,N10215986,W30051699,N73663129,5,2,HH_2LEFN,,,
DDR190314000461581693,DDR190314000476919471,56849686335,HH,Household,U,RD04,,10 Harrison Chris Lane,,,Geological Village,MD1 4MD,32.593974,-64.611362,W44369903,W79000784,W99657543,E12539545,N64398874,3,4,HH_2LEFN,,,
DDR190314000229734854,DDR190314000386444788,20198582063,HH,Household,U,RD03,,265 Facilitate Photographs Lane,,,Capable Hamlet,NT3 8TE,-26.105401,25.450170,E56164119,W72758714,E85884110,E54615552,E64348038,5,4,HH_2LEFN,,,
DDR190314000994026704,DDR190314000457097460,60302921207,HH,Household,U,RD06,,136 Parent Resolve Alley,,,Lotus Town,KF5 5LS,139.202890,91.495842,N34212687,E69644554,W52722040,N66405037,E20798508,4,1,HH_2LEFN,,,
DDR190314000419590675,DDR190314000972814539,27564077042,HH,Household,U,RD02,,303 Procedure Courtesy Lane,,,Decreased Hamlet,OS8 1DJ,-152.30568,76.866289,N17704938,N38891692,E13154118,E21627966,N40176149,4,1,HH_2LEFN,,,
DDR190314000148986440,DDR190314000375393725,62687288451,HH,Household,U,RD06,,297 Replied Additions Avenue,,,Eggs Hamlet,WP4 6YY,158.816694,-64.556409,W82745438,N41180569,N10944220,W92651973,E82034524,4,2,HH_2LEFN,,,
DDR190314000781535902,DDR190314000184990839,51578123303,HH,Household,U,RD06,,55 Charlie Twice Avenue,,,Elder Hamlet,SP6 7ZM,-74.8845,73.250327,N44373599,N75931850,E13080616,N77150084,W63669614,4,3,HH_2LEFN,,,
DDR190314000992951522,DDR190314000616533922,21730952536,HH,Household,U,RD02,,903 Mess Guide Way,,,Attitude Town,YG7 9MZ,47.650849,9.244210,E10973015,E51535814,N23921066,W57747105,E35624886,5,4,HH_2LEFN,,,
DDR190314000636003149,DDR190314000834531578,19320039373,HH,Household,U,RD04,,831 Reported Accessible Alley,,,Facial City,AD2 6KM,-3.108760,-112.865493,N20934860,N82522467,N53028647,E24887862,E20162195,2,4,HH_2LEFN,,,
DDR190314000361445772,DDR190314000875638373,66129755132,HH,Household,U,RD06,,864 Reducing Theta Road,,,Lake Village,VH1 4YN,139.301818,106.965886,W99686024,W68614181,N18073904,W48062188,N69328162,5,1,HH_2LEFN,,,
DDR190314000969124550,DDR190314000973034791,94124900824,HH,Household,U,RD05,,340 Lang Delaware Lane,,,Tanks Hamlet,WU7 7AS,143.802818,5.914980,W24299524,E14450170,E94377024,E26669859,W66153424,2,5,HH_2LEFN,,,
DDR190314000100062639,DDR190314000471252031,11289128862,HH,Household,U,RD05,,114 Charger Earl Passage,,,Ping Town,NS4 1EC,-135.387885,129.996453,N55002883,W55133184,W20363928,E78699687,N87360487,1,2,HH_2LEFN,,,
DDR190314000961884266,DDR190314000157271656,69539711964,HH,Household,U,RD02,,913 Experiments Potato Way,,,Longest Village,YQ5 2EM,-61.636167,-6.894884,N75527162,N84000430,W13633461,N72859647,W81023862,1,1,HH_2LEFN,,,
DDR190314000706047379,DDR190314000614500776,92107535670,HH,Household,U,RD02,,247 Student Lane Lane,,,November City,SR4 3OC,97.944865,-63.44079,E93161956,N74859639,W62207702,E47343604,W83730077,4,4,HH_2LEFN,,,
DDR190314000216500384,DDR190314000485839559,98402423673,HH,Household,U,RD06,,63 Visitor Swiss Lane,,,Bidder City,UR4 4SS,136.729247,180.22187,N52540066,W92486149,E39547682,N68569893,E82346497,5,4,HH_2LEFN,,,
DDR190314000188095532,DDR190314000854786000,27456530684,HH,Household,U,RD06,,686 Associations Counters Passage,,,Jelsoft Village,DB6 9HL,-114.555345,24.598799,N44177073,N64274078,N42583108,E42589964,E43125128,4,2,HH_2LEFN,,,
