ARID,ESTAB_ARID,UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY
DDR190314000398488814,DDR190314000305790399,39925039594,HH,Household,U,RD06,,272 Animals Champions Street,,,Moore Village,NE9 8KQ,-90.4891,-145.8287,N54108926,N18635029,N79184024,W56241212,E85966643,3,5,HH_LF2R3BW,,,0
DDR190314000261322053,DDR190314000755980123,70285821634,HH,Household,U,RD04,,243 Little Salt Road,,,Farming City,FS1 5KN,-173.6797,58.7719,N59726830,E26523069,N61662996,W99516978,E81410894,3,4,HH_LF3R1E,,,0
DDR190314000268085364,DDR190314000259077565,52475359437,HH,Household,U,RD06,,777 Reserves Session Road,,,Peru Town,CP7 3UF,-106.8129,-97.6747,W75570055,W61239324,E33309407,E31722397,E24539697,1,2,HH_LF3R1E,,,0
DDR190314000734979507,DDR190314000365064420,29732205958,HH,Household,U,RD02,,982 Restoration Treasures Avenue,,,Edmonton Hamlet,NX9 7GF,137.5507,125.2495,E62953223,E97969468,N37832496,N22202802,N40946248,4,4,HH_LF3R1E,,,0
DDR190314000159759279,DDR190314000806284530,93443746057,HH,Household,U,RD05,,252 Hughes Erik Avenue,,,Zambia Village,FE3 7EQ,-75.5523,-117.5637,N14238580,W97916058,N23889365,W92775257,W62603553,1,1,HH_LF3R1E,,,0
DDR190314000661735948,DDR190314000478393726,57660325951,HH,Household,U,RD04,,977 Grace Imperial Lane,,,Enhancing Town,BK6 7WH,168.5728,115.9020,N71420869,W70708193,E44215031,W81287827,N29455799,5,3,HH_LF3R1E,,,0
DDR190314000277977583,DDR190314000356500462,18349021433,HH,Household,U,RD05,,215 Hart Resort Street,,,Cole Hamlet,DE6 3TJ,-151.9280,118.3849,W70579073,W50946433,E20818582,N26432427,N10109302,1,4,HH_LF3R1E,,,0
DDR190314000729186750,DDR190314000815282377,12164015013,HH,Household,U,RD06,,891 Forgot Bought Way,,,Barnes Hamlet,KH5 4AR,32.8452,-128.7023,W52420384,W57257156,N48273331,E24193172,W46512228,5,2,HH_LF3R1E,,,0
DDR190314000383574194,DDR190314000496361310,38037127029,HH,Household,U,RD04,,447 Turbo Either Lane,,,Walker Village,IZ3 8UY,-77.3478,-108.2744,E99704441,E23308136,N70402565,E83829343,W78889597,2,2,HH_LF3R1E,,,0
DDR190314000141853082,DDR190314000814364639,11691831553,HH,Household,U,RD02,,182 Begin Dentists Alley,,,Rebel City,TM6 9TL,-116.3430,41.5640,N65293523,E76960120,E55147314,E48981479,E53909137,4,2,HH_LF3R1E,,,0
DDR190314000388678320,DDR190314000919236470,95998688179,HH,Household,U,RD02,,294 Club Idea Passage,,,Expectations Town,OH4 9CB,-89.8368,-105.8342,N96774145,E95080757,N76860724,W97304056,W59873250,2,4,HH_LF3R1E,,,0
DDR190314000474233246,DDR190314000335899826,37684379119,CE,Hall of Residence,E,RD04,,893 County Sense Street,,,Expense Town,TN9 5VG,128.6526,-22.8262,N54225274,N29004295,E73879320,E40906763,N80199997,5,1,HH_LF3R1W,,,68
DDR190314000372933011,DDR190314000545662437,84936678597,HH,Household,U,RD05,,929 Retro Current Alley,,,Bent Hamlet,BZ1 8OU,68.9653,-90.1998,E98024849,W35711058,E95947925,W19851290,W38256868,3,5,HH_LF3R1W,,,0
DDR190314000347665275,DDR190314000905140639,38570977458,HH,Household,U,RD02,,894 Increase Record Street,,,Westminster City,KJ2 1QA,23.3221,28.8994,W25921689,W97638515,N38386823,E31595184,N17440125,1,4,HH_LF3R1W,,,0
DDR190314000830892912,DDR190314000411103582,32209619218,HH,Household,U,RD02,,694 Mauritius Disk Avenue,,,Execute Hamlet,RZ6 3FL,-74.9457,-96.7732,E16306480,E28144806,E53746543,N10127338,W85169908,2,5,HH_LF3R1W,,,0
DDR190314000123893653,DDR190314000746679300,68636495329,HH,Household,U,RD05,,920 Eternal Mint Lane,,,Contribution Village,XP8 5LN,-23.5493,-78.2859,E99311648,E96656993,W60198677,E47811666,E27171494,3,1,HH_LF3R1W,,,0
DDR190314000800452741,DDR190314000597114688,31338855077,HH,Household,U,RD02,,331 Plugins Programmers Passage,,,Interactive City,TI2 5BU,-84.5148,-60.4753,W87620800,E18423300,N78066508,E92863935,W43394357,1,2,HH_LF3R1W,,,0
DDR190314000455543465,DDR190314000325047038,37544879754,HH,Household,U,RD04,,305 Networking Colleagues Passage,,,Photographic City,HA5 8IG,43.5474,137.3329,E31672844,W46964870,W65196450,E16119716,N58887614,5,1,HH_LF3R1W,,,0
DDR190314000366851066,DDR190314000568651510,34634689602,HH,Household,U,RD02,,506 Professionals Grab Avenue,,,Couples Town,UY1 6LT,25.2272,-125.2358,N81340567,E54246464,E69237280,N11053291,E63481353,5,1,HH_LF3R1W,,,0
DDR190314000767294704,DDR190314000233471351,14583810839,HH,Household,U,RD02,,197 Hyundai Frequency Way,,,Reach City,XF9 6TV,21.8253,-46.8886,E23832463,E20802816,W99000515,E34719123,W99989950,2,2,HH_LF3R1W,,,0
DDR190314000778241430,DDR190314000344556876,29749618875,HH,Household,U,RD04,,373 Editors Requires Lane,,,Diamond Town,JC4 6GE,61.5299,-169.9548,E68534086,N37479189,W75190149,N77734370,W32843949,4,1,HH_LF3R1W,,,0
DDR190314000555217998,DDR190314000457934609,54784907286,HH,Household,U,RD06,,614 Clicking Drama Way,,,Alot Hamlet,IQ6 6UH,171.2515,-79.9930,E99649624,W92941595,W68239738,W33029126,E95837760,5,2,HH_LF3R2E,,,0
DDR190314000970315656,DDR190314000363566933,35087275619,CE,Hall of Residence,E,RD05,,147 Quantum Slot Alley,,,Pattern Village,UX1 2KQ,-25.2535,154.3510,N75562078,N60971867,E81410421,N95706715,E65728486,5,2,HH_LF3R2E,,,977
DDR190314000631027897,DDR190314000518943543,98961593838,HH,Household,U,RD02,,151 Except Referring Street,,,Financial City,ES7 9WL,-38.4283,-144.2169,N91617447,E60527252,W60904546,E82503308,N30502066,2,4,HH_LF3R2E,,,0
DDR190314000715982904,DDR190314000332173605,50233970998,HH,Household,U,RD03,,444 Train Allocation Avenue,,,Viewpicture Village,KL1 3NA,86.1588,-37.6214,N41105499,W79936988,W85820531,W82500274,N76525551,2,5,HH_LF3R2E,,,0
DDR190314000268263180,DDR190314000656176560,36203577655,HH,Household,U,RD03,,158 Monitoring Afternoon Passage,,,Compared Village,IO4 4CF,116.5852,-30.3655,N45017439,N38727436,N30953880,W87608109,E42317979,5,3,HH_LF3R2E,,,0
DDR190314000672942471,DDR190314000281066474,76026954356,HH,Household,U,RD04,,189 Postings Corp Avenue,,,Okay City,MR9 3KN,118.3620,-61.2030,N15518586,W98873849,N99190948,W76109532,W30578204,5,3,HH_LF3R2E,,,0
DDR190314000445040085,DDR190314000953738365,13451106886,HH,Household,U,RD03,,372 Ensemble Metres Road,,,Stat Hamlet,FC6 4VT,-175.6375,-100.7632,N56311628,W66319294,N61250487,E42871513,W69487998,2,2,HH_LF3R2E,,,0
DDR190314000108417866,DDR190314000595793119,90180186446,HH,Household,U,RD06,,848 Preparation Hosted Way,,,Biggest Village,QB9 2PT,41.3131,-99.4011,N11819876,W64533249,E17114359,N20717298,W50778288,1,1,HH_LF3R2E,,,0
DDR190314000273408795,DDR190314000326014164,10135428200,HH,Household,U,RD02,,322 Airlines Treo Street,,,Favourite City,OJ8 3JC,-11.1749,-62.6397,E90011999,W58511845,W41088142,E57438034,N85494814,5,2,HH_LF3R2E,,,0
DDR190314000859587044,DDR190314000280537874,85760943684,HH,Household,U,RD06,,206 Foundations Disabled Lane,,,Formed City,VG7 6CW,3.2751,30.3038,W59047792,E93133361,N79035592,E75864008,W40217709,4,3,HH_LF3R2E,,,0
DDR190314000886799301,DDR190314000634150114,25705276815,HH,Household,U,RD02,,912 Learned Strengths Alley,,,Franklin Village,AM9 5PX,15.8024,27.4098,N78629228,E63027177,N56818616,W35781811,W52875034,4,2,HH_LF3R2W,,,0
DDR190314000359818094,DDR190314000770501341,25290525213,HH,Household,U,RD06,,95 Optics Gently Avenue,,,Ready City,VX6 9VC,123.3951,-113.6630,N45981452,W47350153,E80938416,N24430142,W15653923,2,4,HH_LF3R2W,,,0
DDR190314000275340830,DDR190314000815557035,68634280247,HH,Household,U,RD03,,766 Argued Surrounding Road,,,Newly City,MV9 9JF,72.2950,-52.5990,N37002202,W68247063,E70053414,W64067550,E26246401,4,4,HH_LF3R2W,,,0
DDR190314000663706962,DDR190314000735117314,61404361563,HH,Household,U,RD04,,692 Newcastle Buck Alley,,,Edge Town,MK9 3XL,-29.8395,-164.5717,N25696704,E42188845,W33835782,N39402659,N76423975,3,5,HH_LF3R2W,,,0
DDR190314000869666695,DDR190314000932680928,18101754218,HH,Household,U,RD04,,403 Sphere Wiley Road,,,Conducted Hamlet,TF7 2JO,169.5221,11.4390,W29276864,E51791629,W53105066,N36912738,W64038730,5,1,HH_LF3R2W,,,0
DDR190314000134107577,DDR190314000390816973,55160369780,CE,Hall of Residence,E,RD03,,812 Handmade Functions Alley,,,Position City,WT3 8CU,63.1240,-136.2252,N14380752,E12383587,E66341413,W79493118,N81077685,1,2,HH_LF3R2W,,,82
DDR190314000878097827,DDR190314000488931892,60386618751,HH,Household,U,RD05,,513 Herbs Contribution Avenue,,,Mens Village,VF4 4RP,107.1465,89.5596,W32486351,N40375983,N13266639,W93322370,W35065580,5,3,HH_LF3R2W,,,0
DDR190314000717497662,DDR190314000346725475,10302059149,HH,Household,U,RD06,,962 Throat Argued Way,,,Notes Town,TI4 9CZ,-151.4812,-142.3320,E44386820,E78136334,E74817093,W38306842,W48962922,3,5,HH_LF3R2W,,,0
DDR190314000490643859,DDR190314000752200302,74100994389,HH,Household,U,RD05,,704 Walks Recommended Street,,,Enhancing Village,FQ4 4IV,-76.4418,-49.8477,N27502454,E17575557,W43028950,E82607365,W47870342,1,2,HH_LF3R2W,,,0
DDR190314000540550766,DDR190314000866183943,93669543287,HH,Household,U,RD03,,255 Defense Fisheries Way,,,Cause Village,MV3 5TG,109.7959,14.6586,E83854812,N51559345,E36971480,N81593426,N84161912,2,3,HH_LF3R2W,,,0
DDR190314000655729666,DDR190314000199344138,70550514250,HH,Household,U,RD02,,756 Clan Vitamin Lane,,,Perfume Village,PF2 3WC,84.4896,-82.3916,N38058991,E66542597,N83684757,N90080922,N44264677,5,4,HH_LF3R3AE,,,0
DDR190314000107554318,DDR190314000645135703,39906639563,HH,Household,U,RD05,,790 Documents Exhaust Alley,,,Aggregate Hamlet,NP5 3DW,161.1073,-66.9676,N81185238,W56891667,W52629721,W39694330,W88717431,3,1,HH_LF3R3AE,,,0
DDR190314000800824923,DDR190314000396466146,42679003820,HH,Household,U,RD05,,242 Chapel Ebony Alley,,,Violence Village,DL7 5PT,-46.6081,128.8865,E52365383,E68189257,W86868405,E79483220,N60006370,3,1,HH_LF3R3AE,,,0
DDR190314000747675559,DDR190314000287847244,36051952898,HH,Household,U,RD06,,335 Serves Emma Passage,,,Tuner Town,ER5 3NO,61.7158,-8.8528,E14442132,W32964791,W71951004,E46061196,E72391901,3,3,HH_LF3R3AE,,,0
DDR190314000358996208,DDR190314000608056726,15632540891,CE,Care Home,E,RD02,,923 Monica Cumshot Road,,,Output City,YM8 7KX,74.2180,18.6032,W40315776,E35659440,N90472115,W98710311,W77360285,5,5,HH_LF3R3AE,,,490
DDR190314000111163038,DDR190314000393281326,26769129933,HH,Household,U,RD03,,69 Blanket Arrow Lane,,,Whats Village,WH2 2JQ,-117.2845,156.6211,N93781456,E32778451,E90014055,N48233578,N79292378,2,3,HH_LF3R3AE,,,0
DDR190314000627525653,DDR190314000736049234,99670937286,HH,Household,U,RD03,,394 Expansion Conspiracy Street,,,Affiliation City,KC2 3BN,-18.2931,-47.8885,N64932654,N37586569,N72272799,E26599476,N37099071,2,1,HH_LF3R3AE,,,0
DDR190314000777162889,DDR190314000571366651,33504368190,HH,Household,U,RD03,,670 Withdrawal Replication Passage,,,Travelling Hamlet,OJ8 6KA,175.5832,27.4061,E55675058,N53938867,N80514678,N54000570,N10738668,4,1,HH_LF3R3AE,,,0
DDR190314000652124299,DDR190314000242502870,49152514930,CE,Residential Boater,E,RD04,,380 Coupled Queries Way,,,Rise Town,MD6 3CP,152.2999,-34.1386,N57975777,N27933463,N49317832,E79240059,E14140763,1,4,HH_LF3R3AE,,,170
DDR190314000683863112,DDR190314000823429827,98448152193,HH,Household,U,RD06,,590 Song Champagne Way,,,Twin Village,JF3 2CN,-123.5393,156.2334,N27067181,N84087097,E65035011,N35837639,E99766299,1,3,HH_LF3R3AE,,,0
DDR190314000431322997,DDR190314000308758955,55519199359,HH,Household,U,RD04,,960 Lotus Concentrate Way,,,Thomas City,OG4 4OQ,-75.6930,-65.2030,W19775640,N66743913,N16578951,E96420072,W12061452,3,1,HH_LF3R3AW,,,0
DDR190314000841008994,DDR190314000815400554,98021281403,HH,Household,U,RD03,,591 Georgia Coupon Passage,,,Banks Hamlet,GK8 3IR,-26.5217,79.3427,N85352336,N90182045,N85988517,E25964876,N48842902,5,1,HH_LF3R3AW,,,0
DDR190314000560787601,DDR190314000636617411,95669334949,HH,Household,U,RD06,,998 Legend Edgar Way,,,Connections Hamlet,TG3 1TP,153.2374,159.7245,W65623069,N89025705,N74275343,E88020162,W58571977,4,5,HH_LF3R3AW,,,0
DDR190314000244076176,DDR190314000475936570,65625773019,HH,Household,U,RD03,,729 Poland Mailto Street,,,Shame City,JV6 4JD,162.8494,7.5623,N89384143,E51860711,N35195094,N31442870,W90673179,5,3,HH_LF3R3AW,,,0
DDR190314000452283125,DDR190314000684267882,34360432915,HH,Household,U,RD03,,184 Installations Demo Lane,,,Travis Village,ND4 5YO,-51.7664,-109.1557,E14317511,N11728217,W82358678,E58554226,N17808245,4,5,HH_LF3R3AW,,,0
DDR190314000762826000,DDR190314000493537259,55650825321,HH,Household,U,RD03,,720 Trinidad Situated Road,,,Bicycle City,SE4 5LN,92.5872,-59.5569,W61206110,N78826745,N41844770,E26596928,N51926554,2,4,HH_LF3R3AW,,,0
DDR190314000725999452,DDR190314000900133284,66562218386,HH,Household,U,RD04,,932 Angola Implied Alley,,,Moment City,FA6 7GM,-55.7049,-131.3580,N42479088,W49885790,W35292445,N22374183,E90083863,4,2,HH_LF3R3AW,,,0
DDR190314000216318703,DDR190314000747083818,85203658018,HH,Household,U,RD02,,458 Category Failed Avenue,,,Interstate Hamlet,BR6 8MK,33.3405,-107.5188,E27832886,W61710815,E61668340,N70894413,W80211004,5,1,HH_LF3R3AW,,,0
DDR190314000649719226,DDR190314000604624145,32518444567,HH,Household,U,RD03,,150 Grave Cakes Street,,,Clay Town,UY6 6XM,-29.7127,-147.1485,W73725515,E10848324,N76899001,N67216666,N30623887,5,1,HH_LF3R3AW,,,0
DDR190314000198133647,DDR190314000528219262,48681718898,HH,Household,U,RD06,,718 Confidence Roommates Alley,,,Settlement Town,KS6 4QY,-103.4697,81.8948,E21252969,W56872727,W86242812,W22874511,E12913139,2,2,HH_LF3R3AW,,,0
DDR190314000682251385,DDR190314000719383911,84052928256,HH,Household,U,RD03,,319 Oxide Otherwise Road,,,Dietary City,BA3 9PA,46.8147,1.9670,N32314015,W54936611,W21057445,E47338414,W31994493,5,5,HH_LF3R3BE,,,0
DDR190314000337877742,DDR190314000118117162,82181005110,HH,Household,U,RD03,,179 Logo Less Alley,,,Johnson Town,LS6 2KY,33.7033,-122.7130,W88023008,E82294399,E44819930,E76455065,W33419588,4,2,HH_LF3R3BE,,,0
DDR190314000772894076,DDR190314000504161149,65987999051,HH,Household,U,RD04,,162 Diameter Effort Road,,,Phase Hamlet,DH9 9JH,128.1527,-54.4375,W93671029,E64684748,W16626598,N10587068,E22824446,1,3,HH_LF3R3BE,,,0
DDR190314000627266728,DDR190314000601523637,38533445351,HH,Household,U,RD04,,146 Valuation Cats Street,,,Australian Hamlet,DV8 9OE,26.9708,107.4742,N63495178,N70349446,N18161796,E24890976,E46128988,5,2,HH_LF3R3BE,,,0
DDR190314000293038131,DDR190314000942930251,66632229204,HH,Household,U,RD06,,534 Trust Yahoo Way,,,Orders Hamlet,GJ3 7JT,-30.7695,156.1195,N92021338,W20444906,W49129227,N42367550,N32799061,5,2,HH_LF3R3BE,,,0
DDR190314000412674837,DDR190314000453044761,88828411505,HH,Household,U,RD06,,380 Complex Tissue Passage,,,Sarah Town,NO4 8ZE,-47.3052,-8.5582,N45209758,N54758694,W61675813,E43485723,E58153744,1,2,HH_LF3R3BE,,,0
DDR190314000701292359,DDR190314000502996120,77097051894,HH,Household,U,RD06,,609 Karl Portraits Lane,,,Interview Hamlet,QO4 5TY,-151.5426,-112.2128,W57620926,W68707653,N34581557,E27118862,N49548143,1,5,HH_LF3R3BE,,,0
DDR190314000240341183,DDR190314000756524599,73186834243,HH,Household,U,RD03,,55 Jade Installation Lane,,,Crawford City,JP7 5LK,-111.7454,-140.1041,N59222592,E70880019,E48844011,N26324889,W31777043,4,4,HH_LF3R3BE,,,0
DDR190314000190100332,DDR190314000647710401,54591580999,CE,Hotel,E,RD03,,342 Students Responding Street,,,Boulder City,UA2 3LB,28.9856,-143.1552,N68993425,N65993953,W61605016,W55879710,E24787638,4,4,HH_LF3R3BE,,,727
DDR190314000517221656,DDR190314000630877693,86482214498,HH,Household,U,RD02,,146 Priest Focal Way,,,Speakers City,XF4 1RI,41.3641,-176.5843,E79495524,N34509302,E19835803,E55415309,N60637362,5,5,HH_LF3R3BE,,,0
DDR190314000189055705,DDR190314000564490376,64837182645,HH,Household,U,RD02,,644 Slideshow Exchanges Road,,,Trim Village,OG4 9JH,-103.6266,-49.4769,E56157648,W19831735,E58182155,E54465101,E36129829,3,4,HH_LF3R3BW,,,0
DDR190314000568606420,DDR190314000142032803,55358681912,CE,Gypsy Roma Traveller,E,RD03,,59 Dirty Suit Road,,,Inside City,JN4 6AG,44.8220,-159.3971,W52243585,E56782564,N22804515,N82182128,N58112994,4,3,HH_LF3R3BW,,,362
DDR190314000557399702,DDR190314000344743733,33153026559,HH,Household,U,RD04,,219 Priority Merchant Road,,,Makers Hamlet,ST2 1IG,15.6615,156.4465,E88230043,W83733581,N16568448,W17664585,E96941567,1,3,HH_LF3R3BW,,,0
DDR190314000210071350,DDR190314000457842717,49674820655,HH,Household,U,RD06,,818 Telecommunications Reprints Way,,,Eleven Town,RA4 8RP,-119.5302,-55.6046,E41631456,E25468702,N85136916,W14454458,N81346231,2,3,HH_LF3R3BW,,,0
DDR190314000879236617,DDR190314000137479190,85827597386,HH,Household,U,RD02,,595 Boards Warrant Passage,,,Brutal Town,AD3 6CX,-9.3273,-87.7388,W72511645,E90769081,E53385284,N29464333,N99009614,2,2,HH_LF3R3BW,,,0
DDR190314000554785350,DDR190314000950435275,20166152677,HH,Household,U,RD04,,739 Undergraduate Eligibility Alley,,,Myself Town,NA1 3UF,103.4612,-13.7298,N84934972,E52168619,W33493978,E46330051,N78575001,5,3,HH_LF3R3BW,,,0
DDR190314000163614543,DDR190314000254377564,69279649487,HH,Household,U,RD04,,671 Clark Expo Road,,,Denver Hamlet,LB5 3FW,162.7961,-158.4140,W65048259,N33458150,E53441075,N55655180,W41784106,2,4,HH_LF3R3BW,,,0
DDR190314000158884495,DDR190314000876779022,96816903317,HH,Household,U,RD04,,956 Hearings Leads Alley,,,Types Town,YK4 6KO,132.2714,123.4502,E44023810,E54467272,E95523021,W55322343,W64543824,1,1,HH_LF3R3BW,,,0
DDR190314000923949538,DDR190314000437355139,32028354076,HH,Household,U,RD04,,701 Duncan Marion Alley,,,Burton Hamlet,KA9 1DM,51.2873,29.3271,E47423681,W32156435,E55675327,N76549711,W48180101,2,5,HH_LF3R3BW,,,0
DDR190314000284974746,DDR190314000194297679,50270132992,HH,Household,U,RD05,,566 Remedy Hypothesis Lane,,,Selecting Town,UV9 5VN,113.1441,71.3205,E32373750,E79395656,W65849198,E13499562,W92568639,3,5,HH_LF3R3BW,,,0
DDR190314000738723042,DDR190314000175360123,84013932890,HH,Household,U,RD06,,451 Sierra Solaris Alley,,,Baths Town,HM9 5IM,-164.3551,144.5710,N70654232,W22070016,E65923034,N55260743,N34345178,1,5,HH_LFNR1E,,,0
DDR190314000430763316,DDR190314000343285191,33129869895,HH,Household,U,RD04,,314 Maintained Needed Road,,,Translated Village,FM9 5IH,39.7374,-70.9428,N43232397,E19377484,N84960706,N38766105,N28766203,1,4,HH_LFNR1E,,,0
DDR190314000992411814,DDR190314000216229046,65581376411,HH,Household,U,RD04,,303 Remarks Upskirt Passage,,,Hong Town,CT6 7BV,-96.9075,-128.7219,N50692182,N47385688,N75437925,N30034275,N84097433,2,4,HH_LFNR1E,,,0
DDR190314000331454466,DDR190314000176513289,88804104122,HH,Household,U,RD06,,398 Forbes Harder Avenue,,,Isolated Village,BA4 4PF,-58.8208,-53.4597,W27035197,N98051074,W25341342,N63017368,W59895432,3,4,HH_LFNR1E,,,0
DDR190314000223498786,DDR190314000857551690,34791460066,HH,Household,U,RD05,,182 Waves Covering Road,,,Partially City,AY3 4TH,71.2490,14.7755,N80429160,N25899219,E90769901,N16308446,N53685068,1,5,HH_LFNR1E,,,0
DDR190314000499337477,DDR190314000671883464,47415784152,HH,Household,U,RD04,,511 Ascii Impacts Lane,,,Resist Town,WR1 6TL,113.7186,-126.6928,N33251225,N71150706,E31745224,E96070585,W60273759,3,5,HH_LFNR1E,,,0
DDR190314000639199843,DDR190314000635693141,86634582006,HH,Household,U,RD03,,35 Footwear Gamma Avenue,,,Benefit Town,UV6 9YP,-68.3544,-131.7045,N14082846,W44054914,N55879599,W80330373,W71244027,3,1,HH_LFNR1E,,,0
DDR190314000603754953,DDR190314000222411371,93211103804,HH,Household,U,RD06,,724 Indicator Priced Way,,,Skill City,PQ6 9BG,-47.2799,-2.5938,E17736305,N82246750,W10133873,W21999730,N55963438,3,2,HH_LFNR1E,,,0
DDR190314000691173792,DDR190314000346791621,97348675114,HH,Household,U,RD06,,122 Michelle Licensing Passage,,,Drinking Village,HF8 9TY,136.2092,41.8959,N82267765,N73108976,W65857279,E67788118,E32729345,4,5,HH_LFNR1E,,,0
DDR190314000981379466,DDR190314000126133453,59284669219,CE,Residential Boater,E,RD02,,885 Burlington Licence Lane,,,Brick Hamlet,NQ9 3QQ,64.5561,-119.5826,N31386985,N22749037,E74001886,W12548746,N78545442,5,1,HH_LFNR1E,,,558
DDR190314000517047035,DDR190314000657910795,86652435327,CE,Hall of Residence,E,RD04,,5 Smell Latter Lane,,,Differently Village,ZU6 2VC,-91.4022,-21.2484,E90704652,W91794202,W50569223,E10486773,E27414618,4,2,HH_LFNR1W,,,639
DDR190314000735742897,DDR190314000158902564,25523096019,HH,Household,U,RD04,,924 Affiliation Collapse Road,,,Democratic Hamlet,FO8 2GF,-138.3743,-8.1135,E18914364,W37360932,W66573600,N80902731,E48208556,2,3,HH_LFNR1W,,,0
DDR190314000116059944,DDR190314000159871130,10192596680,HH,Household,U,RD02,,868 Cattle Rope Avenue,,,Restriction City,ZN4 1BH,97.5909,163.2812,N25536074,N27416467,E29604811,N28217020,N14532404,4,3,HH_LFNR1W,,,0
DDR190314000208220044,DDR190314000963619344,19324926993,HH,Household,U,RD06,,237 Fundraising Fuel Street,,,Exchanges City,QE1 3HA,107.8678,1.6580,N18485178,W15288816,E30650247,E39298367,N92725810,5,1,HH_LFNR1W,,,0
DDR190314000985760695,DDR190314000436909234,28199595168,HH,Household,U,RD05,,61 Sticker Nature Way,,,Tour Hamlet,OR6 3ZD,64.3945,63.3686,W62992068,N71089290,E20428721,N43133837,W49987157,2,3,HH_LFNR1W,,,0
DDR190314000976869170,DDR190314000575280582,64261578485,HH,Household,U,RD05,,444 Proudly Spend Passage,,,Heavy City,VC8 4GX,4.1202,9.2678,E39258002,E28376847,E95674117,E47703580,W49856014,4,4,HH_LFNR1W,,,0
DDR190314000425137397,DDR190314000712695732,98037423439,CE,Residential Caravanner,E,RD04,,104 Transform Platforms Avenue,,,Compressed Hamlet,IC3 8AM,-40.6099,-8.4111,E11406349,E82512894,E84415132,E73351158,W64274027,3,5,HH_LFNR1W,,,153
DDR190314000643666558,DDR190314000814965863,40730300467,HH,Household,U,RD04,,701 Removal Cambodia Alley,,,Block Town,IG6 9CR,71.4730,111.3902,W95426353,W47657266,E75291406,W16053542,E19256894,3,2,HH_LFNR1W,,,0
DDR190314000560038778,DDR190314000598541692,16846521753,HH,Household,U,RD04,,128 Dell Relatively Road,,,Remove Hamlet,ID7 5CF,87.8012,-41.3277,E72788984,N34558401,W62144345,W10340983,W38042938,4,5,HH_LFNR1W,,,0
DDR190314000556738573,DDR190314000237177654,56644733186,HH,Household,U,RD06,,71 Nature Specials Street,,,Affiliated Village,OU6 1AO,-171.4100,122.5203,E28880372,N55700870,W32428308,N28638174,E39213500,3,3,HH_LFNR1W,,,0
DDR190314000107251811,DDR190314000827166508,68862302501,HH,Household,U,RD06,,67 Gadgets Dame Way,,,Aged Village,YT3 1XM,130.1960,118.3391,W76577821,W77180681,W10553700,W87591884,E68543482,1,4,HH_LFNR2E,,,0
DDR190314000244173020,DDR190314000787870112,37941642940,CE,Residential Caravanner,E,RD05,,858 Gadgets Johnson Alley,,,Happiness Village,GU6 4KW,-50.6677,-148.9512,E73681578,N45430404,E86797761,W53320058,N43050609,3,5,HH_LFNR2E,,,884
DDR190314000196948215,DDR190314000818618748,23244600297,HH,Household,U,RD02,,199 Actor College Way,,,Memo City,VN7 4PR,-173.8476,-175.8001,W96968825,N76935520,W36946231,E23191115,W69398048,5,5,HH_LFNR2E,,,0
DDR190314000120852229,DDR190314000822555336,61660983285,HH,Household,U,RD03,,171 Dosage Mart Passage,,,Tigers City,LF3 1YV,50.1653,-132.4393,N94682955,N53542338,E47129809,W53338667,E92852515,2,3,HH_LFNR2E,,,0
DDR190314000922471069,DDR190314000614627934,74657959545,HH,Household,U,RD06,,615 Needed Drinks Street,,,Recipient Village,AI7 4JL,8.8593,-37.9880,E52663564,W61923775,N26105632,W81033758,W91246996,1,1,HH_LFNR2E,,,0
DDR190314000909755580,DDR190314000983902427,70563994071,HH,Household,U,RD06,,322 Refers Vitamin Alley,,,Exec City,UK2 3VQ,-10.5667,3.6239,N34798350,W21777597,N82040620,E11347341,N93617130,3,5,HH_LFNR2E,,,0
DDR190314000119284835,DDR190314000821202059,87090648503,HH,Household,U,RD05,,406 Closing Helen Street,,,Saying Town,VY5 3TP,61.6654,175.1866,W48714991,N71313029,E61107703,N80114276,N92880394,5,5,HH_LFNR2E,,,0
DDR190314000159498574,DDR190314000355034577,64393324175,HH,Household,U,RD06,,818 Iron Prohibited Street,,,Davidson City,KR6 7GT,63.6461,-125.6872,E51656141,E40024214,N77278825,E72156313,N51926463,2,2,HH_LFNR2E,,,0
DDR190314000903700593,DDR190314000394407072,21602177433,HH,Household,U,RD06,,827 Trash Tiny Alley,,,Server Hamlet,HN4 8TQ,56.9162,97.4294,E13409806,W24371293,W67037360,E35477878,W42261191,5,3,HH_LFNR2E,,,0
DDR190314000627407706,DDR190314000822897115,76104150642,HH,Household,U,RD02,,709 Span Pick Passage,,,Lolita Hamlet,TE6 3NP,3.5667,101.3441,W60043897,W12768026,E99022838,N92828916,N71499136,2,2,HH_LFNR2E,,,0
