UPRN,ESTAB_UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY,CE_SECURE,PRINT_BATCH
53836129365,73997038141,HH,Household,U,RD03,,931 Qualified Wrought Way,,,Arousal Village,UI5 6OM,-48.4463,-1.8561,W41643690,W93574014,W51333335,W42151835,W19821274,4,5,HH_LF3R1W,,,0,0,1
21646062727,31631700353,HH,Household,U,RD04,,71 Ooze Obstruct Street,,,Pessimist Village,CP6 6IG,-102.3057,-153.9170,W53727548,W10225957,W39590227,W10567920,W68068953,1,4,HH_LF3R1W,,,0,0,66
80194605522,36420806600,HH,Household,U,RD04,,63 Progress Duplicity Passage,,,Faster Town,JA4 4WL,-96.8556,-162.3376,W90039665,W76308518,W30606270,W72470915,W77421043,4,4,HH_LF3R1W,,,0,0,16
64094692556,86962163817,HH,Household,U,RD06,,715 Previous Define Lane,,,Answering Village,TX7 7NU,-19.6598,-16.8219,W45073464,W52436386,W61864045,W83364990,W15246398,5,5,HH_LF3R1W,,,0,0,90
60729511500,34849199970,HH,Household,U,RD05,,386 Eggplant Trifle Avenue,,,Gown Hamlet,XG2 4WP,168.6307,76.5196,W23918583,W29636664,W55967190,W79313727,W49459365,3,4,HH_LF3R1W,,,0,0,99
84150933247,98565118121,HH,Household,U,RD02,,819 Almanac Sedate Passage,,,Overfull City,CW2 5WT,-125.3065,-101.4163,W16879140,W66023520,W42487953,W48380665,W75349916,5,4,HH_LF3R1W,,,0,0,95
48822043846,44553418203,HH,Household,U,RD06,,56 Catalyst Unzip Street,,,Duration Town,AK6 2DF,-74.9463,-81.4012,W90956499,W90106965,W61643771,W80925648,W39116652,1,5,HH_LF3R1W,,,0,0,5
70629863267,83095367805,HH,Household,U,RD03,,39 Eldest Domelike Alley,,,Economy Town,ZM2 8UE,157.3744,-39.6240,W17150701,W39561374,W93385555,W53101443,W76607876,5,1,HH_LF3R1W,,,0,0,34
93032388505,78406324206,HH,Household,U,RD04,,821 Reoccur Amused Avenue,,,Zoning City,TK4 9LD,-37.2541,-139.5476,W62699190,W47110425,W99787698,W34627473,W44158699,4,2,HH_LF3R1W,,,0,0,80
65850080332,13732458980,HH,Household,U,RD03,,844 Unhook Omen Lane,,,Uptown Village,OA1 6KA,47.3851,114.4429,W17501337,W49895651,W12730743,W77817797,W21392106,4,4,HH_LF3R1W,,,0,0,30
62810297340,35343906650,HH,Household,U,RD02,,558 Sternum Swirl Road,,,Worrier City,IK5 7NW,143.1699,-28.5895,W47219648,W66449242,W73906406,W85468757,W90179489,1,4,HH_LF3R1W,,,0,0,35
44929072542,74044692954,HH,Household,U,RD04,,577 Wrongly Rewash Lane,,,City Town,IW7 2BT,-62.3854,137.2395,W16123661,W19886676,W48006298,W58600721,W37301979,2,2,HH_LF3R1W,,,0,0,20
98007709434,97606932361,HH,Household,U,RD04,,896 Bannister Outback Passage,,,Stopper Town,FD6 1UI,155.5067,107.7389,W58103170,W19153525,W95231480,W43096344,W27923793,2,5,HH_LF3R1W,,,0,0,92
88022337480,78036868835,HH,Household,U,RD05,,989 Caucasian Crazy Avenue,,,Dolphin Hamlet,SH6 2BL,113.2291,-122.1651,W11313179,W20147866,W65481675,W84292503,W79978886,1,2,HH_LF3R1W,,,0,0,85
42176884959,32400646699,HH,Household,U,RD02,,54 Liqueur Deafening Alley,,,Fence City,QF7 3RS,88.1590,-67.9099,W64400182,W40757603,W35720477,W73961839,W19051635,5,5,HH_LF3R1W,,,0,0,45
39031169145,67242555787,HH,Household,U,RD02,,785 Clinic Lent Way,,,Hunger City,IF6 7UF,166.6094,-114.9616,W57446022,W26082547,W56540334,W34864996,W85538373,2,3,HH_LF3R1W,,,0,0,58
30043172379,49401512312,HH,Household,U,RD02,,211 Widow Everyone Road,,,Unclamped Town,AM4 6RN,51.2149,170.5129,W14576234,W49443806,W60061870,W14777346,W29613182,4,5,HH_LF3R1W,,,0,0,53
76471330796,59826087169,HH,Household,U,RD02,,276 Coroner Thigh Way,,,Brush Town,CZ8 4EN,152.5206,-131.8146,W86831247,W74319279,W98985053,W22839885,W98214439,4,3,HH_LF3R1W,,,0,0,58
88172592609,45969044173,HH,Household,U,RD04,,484 Backside Unlivable Alley,,,Danger Hamlet,XR5 5YZ,113.1993,-156.9635,W54756898,W14980233,W33930116,W89546729,W93060820,2,2,HH_LF3R1W,,,0,0,42
54246971262,63761784449,HH,Household,U,RD06,,770 Snide Evidence Lane,,,Enclose Village,YL2 8II,-135.4704,105.4920,W59339584,W89631575,W35252372,W19618379,W12582436,5,2,HH_LF3R1W,,,0,0,33
69994076449,70153536664,HH,Household,U,RD04,,155 Bulgur Stick Passage,,,Armored City,GW7 5PD,27.4916,-170.3652,W74526853,W66803973,W60192263,W59851039,W32108846,3,2,HH_LF3R1W,,,0,0,73
40309869741,73349171323,HH,Household,U,RD04,,893 Canola Subsonic Street,,,Emboss Town,NL4 4WI,171.4973,-151.7525,W25812207,W34299843,W52854379,W89548847,W40210057,4,1,HH_LF3R1W,,,0,0,11
73273219113,37608384135,HH,Household,U,RD05,,837 Plenty System Lane,,,Dating Town,FB2 8PD,106.2223,-160.3118,W45047696,W77645204,W16640481,W47446858,W97533035,3,3,HH_LF3R1W,,,0,0,2
47151203897,66623601964,HH,Household,U,RD04,,368 Wheat Grudge Passage,,,Imaging City,BY5 5QI,23.7808,78.3353,W96082202,W65992937,W11446571,W16469574,W93612048,3,2,HH_LF3R1W,,,0,0,84
12635817326,16723010048,HH,Household,U,RD05,,620 Linseed Dry Lane,,,Ethanol Town,AQ5 9IQ,70.4309,168.9041,W21963206,W50520478,W92339632,W59397890,W13024812,2,1,HH_LF3R1W,,,0,0,55
23134671761,55420305099,HH,Household,U,RD06,,144 Clad Slip Alley,,,Truth Hamlet,SR2 9EO,21.6811,-106.6324,W10709150,W88440478,W47185569,W32306040,W48257027,5,3,HH_LF3R1W,,,0,0,2
17402832536,61985775812,HH,Household,U,RD04,,864 Thinly Pentagon Avenue,,,Unstylish Village,GN9 8WD,9.3489,105.1279,W50548374,W65702959,W68241836,W43836119,W40493860,4,2,HH_LF3R1W,,,0,0,10
66604450004,26084305230,HH,Household,U,RD05,,354 Alike Trench Passage,,,Amaze Village,RB8 1WD,-72.4725,-124.1200,W70527580,W13039053,W45310277,W96963569,W31445873,1,2,HH_LF3R1W,,,0,0,3
87002074690,86992278198,HH,Household,U,RD03,,346 Partner Conical Street,,,Happening City,RJ2 1TM,-36.1864,-3.9717,W95144217,W41693032,W82886119,W23005377,W56758200,3,1,HH_LF3R1W,,,0,0,7
92695626020,10190587418,HH,Household,U,RD06,,759 Jersey Luster Street,,,Deflector City,PT8 3UU,67.2886,112.4529,W42776384,W84258757,W78213508,W64333780,W10763097,4,5,HH_LF3R1W,,,0,0,15
84090419611,52910714310,HH,Household,U,RD06,,160 Snowplow Candy Avenue,,,Conform Hamlet,KT9 8SL,144.7015,92.7264,W21908490,W74330964,W48726485,W69383602,W66431072,5,1,HH_LF3R1W,,,0,0,26
16626293656,78749080177,HH,Household,U,RD06,,485 Encounter Control Lane,,,Hummus City,CA2 7RZ,104.2540,-13.3112,W13137542,W45491419,W51680038,W87696607,W85797257,4,3,HH_LF3R1W,,,0,0,22
51819305029,94024111126,HH,Household,U,RD04,,93 Ravioli Crafty Road,,,Primer Hamlet,AF6 3FT,-39.4325,115.7404,W92452295,W42361205,W31450760,W45040672,W52946033,1,2,HH_LF3R1W,,,0,0,26
97276473757,17531344655,HH,Household,U,RD03,,829 Gulp Moonrise Alley,,,Unvisited City,WS9 4LS,25.6090,-25.2719,W55344972,W64592167,W92330477,W66343269,W64361978,4,1,HH_LF3R1W,,,0,0,77
97145664376,73464451853,HH,Household,U,RD05,,445 Repaying Donut Lane,,,Transpose City,ES6 9BD,-115.6352,152.7561,W57169812,W16542400,W36306291,W50341863,W89590350,1,1,HH_LF3R1W,,,0,0,20
68292429856,59831797536,HH,Household,U,RD03,,523 Lustily Tabby Lane,,,Tassel Village,TS2 6MZ,-31.3074,1.9890,W30795548,W47817870,W46940700,W10253711,W22334739,4,5,HH_LF3R1W,,,0,0,72
35469676915,41272497015,HH,Household,U,RD04,,516 Justly Outnumber Way,,,Calculate Village,HS9 3KV,107.8874,-174.9900,W95496264,W65732894,W52566834,W13339045,W14265033,5,4,HH_LF3R1W,,,0,0,43
86347882373,20092030220,HH,Household,U,RD04,,771 Botany Manned Road,,,Urologist Town,LN6 9OP,-125.7210,40.3281,W23674852,W52823859,W41266271,W30307407,W98065029,3,5,HH_LF3R1W,,,0,0,52
64474912828,41714844372,HH,Household,U,RD03,,757 Lagging Scrawny Alley,,,Glacial City,VP9 8PL,-62.7586,180.8901,W22212675,W83676491,W53447717,W54498137,W18813086,4,4,HH_LF3R1W,,,0,0,58
84502421078,46861959671,HH,Household,U,RD06,,992 Glandular Unedited Way,,,Prewashed Town,MA9 7XU,-52.1379,179.4992,W47881609,W36838475,W57341835,W99395033,W62729073,1,3,HH_LF3R1W,,,0,0,78
85637800258,62085951235,HH,Household,U,RD04,,944 Dollhouse Riverside Alley,,,Obscurity City,DB9 1NX,160.4132,132.5829,W53529301,W91035520,W36304349,W66511792,W31248257,3,1,HH_LF3R1W,,,0,0,23
75862822483,70107142079,HH,Household,U,RD03,,310 Outbound Sacred Street,,,Moaner Town,TF9 6NV,-67.4331,1.5312,W93296217,W38357191,W94478790,W17768757,W24610239,3,5,HH_LF3R1W,,,0,0,51
63023985573,10734534880,HH,Household,U,RD02,,105 Pancake Yearling Alley,,,Savanna Hamlet,UH9 7IT,-1.9360,-92.2473,W99253509,W64504169,W61319448,W15696742,W22826449,5,3,HH_LF3R1W,,,0,0,93
69014693579,79606105975,HH,Household,U,RD04,,871 Plenty Remodeler Road,,,Plywood City,PA9 4DG,-117.1560,58.6091,W62325479,W74968548,W50455847,W29886401,W40056571,3,4,HH_LF3R1W,,,0,0,64
26021107473,15655852626,HH,Household,U,RD06,,154 Tank Tidy Lane,,,Tile Village,HS3 7MU,-90.7216,-38.7403,W49545803,W17078453,W18703023,W52262292,W12934319,1,5,HH_LF3R1W,,,0,0,13
68756473002,82962345425,HH,Household,U,RD02,,476 Predict Anime Road,,,Veggie Town,MV3 8IV,58.8711,139.8647,W24748679,W55706532,W52060631,W94122082,W17646931,5,5,HH_LF3R1W,,,0,0,67
46886147952,35794978274,HH,Household,U,RD06,,88 Overjoyed Hula Passage,,,Outplayed Hamlet,KH4 2OX,-94.9878,64.4902,W57836866,W36567966,W92323127,W84139687,W71183127,1,5,HH_LF3R1W,,,0,0,34
28178489958,67117173474,HH,Household,U,RD05,,150 Subdivide Ebay Road,,,Sassy City,TY3 8HV,-99.4969,-96.2128,W61177582,W10032873,W42602460,W13948643,W92209032,5,2,HH_LF3R1W,,,0,0,35
27937701521,30860003903,HH,Household,U,RD02,,749 Unbaked Transfer Street,,,Viable Town,HJ7 1MP,131.3439,7.1146,W14691520,W84492096,W78277175,W19756692,W44915029,3,1,HH_LF3R1W,,,0,0,20
25000138025,14747554745,HH,Household,U,RD04,,340 Last Expectant Passage,,,Vitamins City,SW8 3YQ,125.6795,-147.4223,W94693631,W86583564,W96978879,W65033683,W19149343,3,1,HH_LF3R1W,,,0,0,98
16940769770,85262418777,HH,Household,U,RD04,,373 Crepe Clip Avenue,,,Bagging Village,GZ8 4KI,-79.7959,-52.1130,W50711495,W13816183,W49046426,W90071481,W67461277,5,5,HH_LF3R1W,,,0,0,63
75612122576,92332477269,HH,Household,U,RD05,,965 Barstool Outflank Alley,,,Puma City,HM7 8DA,-4.5603,-99.7216,W23869524,W75001911,W51644207,W36647841,W47035288,5,5,HH_LF3R1W,,,0,0,95
32122207939,54008105646,HH,Household,U,RD06,,957 Hasty Bagged Lane,,,Discard Town,LO2 7QI,-143.9776,-115.7924,W28938553,W65569123,W20500191,W80945951,W44705690,4,1,HH_LF3R1W,,,0,0,15
46149826738,24775892833,HH,Household,U,RD03,,922 Washout Cresting Way,,,Everyone City,CL3 2WX,151.5926,-148.2474,W64332568,W66596744,W35363661,W56172483,W49631094,2,4,HH_LF3R1W,,,0,0,84
43229455602,73863923820,HH,Household,U,RD04,,884 Dwindle Portside Way,,,Freedom Town,ID9 8QB,58.1291,-161.7330,W86455443,W13906639,W30067982,W31428348,W79009714,1,4,HH_LF3R1W,,,0,0,10
40263002295,64123385955,HH,Household,U,RD06,,555 Python Kissable Alley,,,Slot Hamlet,TN2 4OG,-73.3180,-105.1996,W61738537,W35281829,W33371613,W80178891,W92407147,4,4,HH_LF3R1W,,,0,0,48
40337330625,91649884751,HH,Household,U,RD06,,40 Uselessly Schnapps Lane,,,Casino Town,PJ8 8KE,-65.9213,90.1019,W36097037,W70687999,W90156536,W78078898,W86603060,1,1,HH_LF3R1W,,,0,0,73
16732536333,38627990578,HH,Household,U,RD03,,589 Print Trickily Avenue,,,Rearrange Hamlet,XD6 7MM,90.4631,-38.4858,W88922944,W85133013,W92171392,W63786851,W71547398,2,1,HH_LF3R1W,,,0,0,58
90759842003,58849785686,HH,Household,U,RD04,,555 Nutlike Relock Lane,,,Frustrate Village,MT2 3VZ,-1.3177,99.1067,W54230154,W56662258,W80179404,W85532983,W88285480,4,5,HH_LF3R1W,,,0,0,19
37873407534,11588525253,HH,Household,U,RD04,,338 Employer Headless Lane,,,Crate City,QW4 3LN,-179.7076,-13.5707,W51704538,W94729249,W86124834,W74345144,W92105330,1,1,HH_LF3R1W,,,0,0,90
87748903742,13567671152,HH,Household,U,RD05,,228 Amusable Chrome Lane,,,Ducktail Village,TU5 6ND,-103.9890,-2.8432,W33154381,W77233927,W97532043,W39891849,W67781856,1,1,HH_LF3R1W,,,0,0,19
95979765496,33069346046,HH,Household,U,RD02,,119 Overlabor Parted Street,,,Makeshift City,GL4 4DI,-96.6080,-57.4108,W80996733,W61596356,W99335834,W65317752,W29136913,4,4,HH_LF3R1W,,,0,0,64
81612861017,40679987660,HH,Household,U,RD02,,462 Smooth Oxidize Way,,,Rejoin City,LW7 5KK,141.5290,163.9585,W22920695,W86385565,W99085222,W53212930,W11334102,5,3,HH_LF3R1W,,,0,0,26
96489863700,50257018678,HH,Household,U,RD05,,55 Pleat Smoky Road,,,Thesis Village,IU8 9CC,-38.7091,-55.7887,W62604037,W82392051,W46455457,W85721763,W37602108,2,2,HH_LF3R1W,,,0,0,39
21283927740,72392599034,HH,Household,U,RD04,,65 Thrive Henna Lane,,,Frustrate Village,GG9 6RR,-23.8240,149.1460,W18037314,W96637313,W59105319,W68450073,W94274928,4,3,HH_LF3R1W,,,0,0,64
97039097712,52810340362,HH,Household,U,RD04,,269 Spore Tadpole Road,,,Mushily City,IA4 9BB,40.9981,-166.1462,W77315891,W72492409,W12788395,W96193406,W60116360,3,5,HH_LF3R1W,,,0,0,37
73403009479,18309230387,HH,Household,U,RD04,,712 Giddy Google Passage,,,Fence Town,AL4 2WY,137.5276,-158.5482,E96088541,E10294373,E29418435,E81092147,E36148569,1,1,HH_LF3R2E,,,0,0,62
93608909829,80297899541,HH,Household,U,RD06,,397 Scrawny Dagger Alley,,,Footwear City,BG3 1TO,-123.1583,-117.3532,E82192514,E78410466,E50147092,E95026800,E70531669,5,1,HH_LF3R2E,,,0,0,30
29640611618,40342111029,HH,Household,U,RD06,,321 Sloppily Barrette Way,,,Aloft Town,EK8 1UA,161.7760,-75.2810,E90680493,E23344736,E89322061,E42654044,E66991524,1,5,HH_LF3R2E,,,0,0,12
37493895163,99846068065,HH,Household,U,RD02,,585 Freeness Widely Passage,,,Rewrite Town,QN4 4SK,-64.1711,-96.2367,E52129035,E48108418,E96020788,E25643209,E28778534,1,1,HH_LF3R2E,,,0,0,87
50822737193,56288176183,HH,Household,U,RD06,,282 Dicing Affidavit Alley,,,Hardcover Town,XX5 4II,-161.7864,112.9576,E62921031,E86807285,E40158923,E11005853,E47141401,2,1,HH_LF3R2E,,,0,0,21
47387524837,70746108687,HH,Household,U,RD05,,809 Obstacle Tasty Alley,,,Kiwi Town,JE2 7HZ,155.3191,95.6568,E96095644,E78921786,E59611734,E44900580,E21328099,1,5,HH_LF3R2E,,,0,0,16
25957952551,45228770592,HH,Household,U,RD04,,375 Motivate Bunkmate Passage,,,Licking Hamlet,KI9 4WU,-63.7085,94.4979,E21701429,E16810074,E16737883,E63637108,E93825914,1,2,HH_LF3R2E,,,0,0,56
33057209054,88154181426,HH,Household,U,RD06,,519 Customs Nurture Alley,,,Shallow Village,OZ4 2LK,-34.6805,-33.3976,E40808759,E28014768,E19489716,E84885853,E96849125,3,1,HH_LF3R2E,,,0,0,90
38681566240,92196434608,HH,Household,U,RD02,,321 Delta Plank Avenue,,,Urethane Village,QR4 6OX,1.9640,102.7227,E47939650,E35059584,E32670091,E49105959,E52131110,3,3,HH_LF3R2E,,,0,0,89
63150502249,92226382925,HH,Household,U,RD04,,655 Old Pleat Alley,,,Drapery City,XD4 1YN,55.6895,121.1035,E40441119,E49623741,E94387186,E49864492,E26193197,5,5,HH_LF3R2E,,,0,0,23
90416292378,43114421738,HH,Household,U,RD04,,19 Dreamlike Display Alley,,,Dude Hamlet,AD7 3BS,5.8176,100.9306,E30336939,E51782843,E27664586,E17232023,E98603679,2,4,HH_LF3R2E,,,0,0,9
16146299872,81039263943,HH,Household,U,RD02,,781 Droplet Agreed Avenue,,,Illicitly Village,LA3 7XA,-18.2967,-50.6261,E84228333,E33502019,E97444073,E59756128,E79731465,4,2,HH_LF3R2E,,,0,0,41
41332845188,26567305046,HH,Household,U,RD06,,24 Scrambler Primarily Passage,,,Crock Hamlet,UJ5 1KQ,-135.9911,-88.8708,E41126713,E65275505,E64496692,E57841364,E13355165,2,4,HH_LF3R2E,,,0,0,75
96638531336,80639025441,HH,Household,U,RD04,,357 Saint Riot Passage,,,Hydrogen City,ZI6 3PJ,175.9092,-26.6908,E28525920,E24679141,E24811794,E94811901,E27922237,3,3,HH_LF3R2E,,,0,0,57
66097352072,95998436265,HH,Household,U,RD06,,998 Framing Hurdle Passage,,,Sly Village,DO8 8FQ,35.3425,-74.7951,E51919079,E31621516,E65959114,E53547944,E43075999,2,1,HH_LF3R2E,,,0,0,10
17434515127,24595805203,HH,Household,U,RD06,,346 Reaffirm Mourner Alley,,,Papyrus Village,VM9 3IX,15.6798,171.2053,E92912508,E36296487,E93613614,E53713782,E30878189,4,1,HH_LF3R2E,,,0,0,37
85892800153,41230664391,HH,Household,U,RD06,,844 Suction Slightly Street,,,Trunks Hamlet,SX9 4VD,-50.5681,-167.9409,E44717142,E21403721,E14910916,E68369140,E88716738,1,2,HH_LF3R2E,,,0,0,94
25248650226,43609775552,HH,Household,U,RD06,,243 Occultist Jolly Street,,,Accent Village,PD1 4QA,-26.6150,94.9288,E78336447,E49424777,E38237930,E49483647,E36770603,4,2,HH_LF3R2E,,,0,0,58
22630075655,30024577272,HH,Household,U,RD04,,102 Untrained Plethora Road,,,Barrier Village,MB9 5UT,154.2159,161.1738,E53122364,E59888757,E92752650,E48765085,E23631128,4,3,HH_LF3R2E,,,0,0,79
11862235191,59102033406,HH,Household,U,RD02,,305 Reseal Rehydrate Avenue,,,Swaddling Village,VP5 8SP,-179.8218,-100.2607,E27314082,E47216415,E79753685,E85141816,E89303079,5,2,HH_LF3R2E,,,0,0,44
89158699133,94243450799,HH,Household,U,RD03,,735 Attitude Blurb Alley,,,Cobweb Town,DC2 8YZ,90.3334,-49.4251,E16977478,E48930098,E34379607,E65644295,E16393680,5,4,HH_LF3R2E,,,0,0,89
13650541760,80523761293,HH,Household,U,RD06,,44 Croon Heroics Street,,,Comfy Hamlet,MJ3 4PA,141.3451,-8.3815,E49123534,E63024850,E52428874,E35290106,E92548628,1,1,HH_LF3R2E,,,0,0,1
53147478747,16506028930,HH,Household,U,RD02,,342 Spooky Passport Road,,,Shingle City,FG3 4TJ,156.2290,151.1317,E58116997,E99720471,E97342523,E74914688,E57425336,1,2,HH_LF3R2E,,,0,0,84
53188096298,34769546090,HH,Household,U,RD03,,361 Lazy Dares Road,,,Predict City,JH4 4HH,-51.5817,169.9096,E66181612,E42548359,E87916016,E25902871,E97521581,3,3,HH_LF3R2E,,,0,0,6
52338810952,63649732696,HH,Household,U,RD05,,862 Crept Quilt Avenue,,,Headfirst Town,MJ4 8XR,-135.1425,131.6290,E98296098,E63848279,E85223262,E43912242,E43366581,3,1,HH_LF3R2E,,,0,0,66
71781774783,24787112865,HH,Household,U,RD04,,205 Expensive Impulse Passage,,,Refresh Village,HP5 8VL,54.3535,98.1555,E65573653,E70775650,E10312866,E81731520,E58712510,5,2,HH_LF3R2E,,,0,0,22
18876522603,41845784656,HH,Household,U,RD05,,356 Smell Explode Road,,,Sandlot Hamlet,VU1 4TC,-87.5281,-134.3099,E87935867,E81262192,E81212699,E39385773,E85226264,4,5,HH_LF3R2E,,,0,0,87
92974242795,94185756553,HH,Household,U,RD06,,896 Geriatric Revolving Street,,,Juice Town,NH3 9SG,56.9204,-59.8996,E99648236,E82747560,E70142856,E10805178,E89811009,4,4,HH_LF3R2E,,,0,0,97
90823120604,67091529271,HH,Household,U,RD03,,998 Recycled Provided Street,,,Paddling Hamlet,PF9 1YR,-148.7300,67.6342,E76368783,E73553973,E25696965,E85861493,E47733464,3,3,HH_LF3R2E,,,0,0,7
43414332445,51717497600,HH,Household,U,RD03,,379 Childhood Persuader Lane,,,Zone Village,NW5 4IE,-149.6738,-78.3182,E96622766,E63530448,E46035934,E18045856,E88254383,4,5,HH_LF3R2E,,,0,0,26
54443878421,51260691516,HH,Household,U,RD04,,328 Latch Economy Street,,,Stamina Village,VP2 3HH,37.9504,-28.1111,E51167928,E51083521,E95411469,E53196323,E74421869,5,1,HH_LF3R2E,,,0,0,41
10420902280,21780311032,HH,Household,U,RD03,,530 Ovary Anyhow Street,,,Grudge Hamlet,AM1 1KW,57.5142,54.8828,E48278368,E87310185,E29219195,E23494914,E51285032,2,5,HH_LF3R2E,,,0,0,43
97631463643,31165388855,HH,Household,U,RD03,,790 Each Politely Road,,,Dagger City,LW3 4GV,-76.7802,-163.7862,E21413908,E48550038,E39325273,E48585508,E64992875,2,1,HH_LF3R2E,,,0,0,92
79544306674,83075787655,HH,Household,U,RD02,,456 Conjuror Sleep Avenue,,,Deserving City,EN9 9JY,67.7053,46.8793,E97197949,E95961900,E89811802,E54243885,E37821552,3,5,HH_LF3R2E,,,0,0,50
31649618422,68013886142,HH,Household,U,RD02,,356 Headband Violate Passage,,,Prayer Town,VK2 1NP,38.4425,67.5458,E50032181,E69559173,E86672303,E75349411,E31396505,3,2,HH_LF3R2E,,,0,0,8
26571078937,73502354165,HH,Household,U,RD03,,864 Arguable Criteria Road,,,Handheld Town,BM8 7RG,87.3785,-43.7171,E98122804,E29436204,E17765773,E80319929,E35231371,3,4,HH_LF3R2E,,,0,0,16
85038671905,24739334564,HH,Household,U,RD02,,751 Acorn Nappy Avenue,,,Trapping Village,CE7 9RE,-58.9137,-120.7690,E89782930,E63416668,E45163285,E11015928,E92504515,3,3,HH_LF3R2E,,,0,0,74
81014445035,22921939512,HH,Household,U,RD03,,974 Outskirts Angled Passage,,,Stingy City,VJ5 4RE,48.2715,-154.1698,E69521538,E28232272,E38246124,E32997812,E73156425,1,5,HH_LF3R2E,,,0,0,85
62119239404,19718910867,HH,Household,U,RD04,,386 Clumsy Monthly Road,,,Imprecise City,SH4 9CA,-83.7277,81.2769,E18592241,E64627660,E80169356,E93007534,E45311583,4,3,HH_LF3R2E,,,0,0,93
53172849229,45204346028,HH,Household,U,RD03,,286 Rework Veal Passage,,,Overtime Town,FE4 4VU,-87.1233,-82.3829,E37521154,E20835915,E99510849,E37239748,E93166832,1,4,HH_LF3R2E,,,0,0,95
87185042111,57993637953,HH,Household,U,RD03,,760 April Unblock Passage,,,Glacier Village,UO5 2KG,16.7409,-5.9960,E95216552,E80274546,E35121638,E60053165,E73038232,3,5,HH_LF3R2E,,,0,0,38
66492864278,82711625533,HH,Household,U,RD05,,123 Palace Confining Avenue,,,Froth Hamlet,OF9 2AK,98.3619,-18.2664,E76973008,E84373113,E47544027,E21884873,E37983643,5,2,HH_LF3R2E,,,0,0,51
46922330346,21454227573,HH,Household,U,RD03,,577 Kindling Caboose Passage,,,Negotiate Town,WW5 6JT,-97.2449,150.3147,E85478065,E94030174,E98916474,E17197501,E97261856,4,1,HH_LF3R2E,,,0,0,77
54072525117,35052318287,HH,Household,U,RD03,,577 Sports Catalyze Street,,,Animation Town,ES9 3YR,-34.2751,157.9062,E92290332,E76436494,E34776359,E91575951,E21602560,3,3,HH_LF3R2E,,,0,0,2
95173342617,76997331497,HH,Household,U,RD04,,818 Unfilled Phony Street,,,Unboxed Town,GG5 1GZ,55.9499,177.3445,E88296419,E54980938,E94740832,E89357842,E96747748,4,2,HH_LF3R2E,,,0,0,19
10490106848,96817249710,HH,Household,U,RD02,,703 Lining Astound Way,,,Velvet Hamlet,BO5 7HH,-137.6854,65.4261,E75513134,E82041344,E87262921,E17632034,E88211711,1,2,HH_LF3R2E,,,0,0,9
20403278687,44833132734,HH,Household,U,RD05,,974 Urologist Reputable Passage,,,Oblivion Village,CN2 8HK,122.1684,-134.1940,E58429815,E35174529,E26513361,E16749324,E13260158,2,1,HH_LF3R2E,,,0,0,86
36124866488,23756220189,HH,Household,U,RD02,,305 Remarry Ceramics Lane,,,Venus Village,YJ7 7ZI,168.1922,139.3239,E67655635,E70085568,E60081351,E54791611,E18116848,2,2,HH_LF3R2E,,,0,0,61
98063317148,63400171588,HH,Household,U,RD06,,203 Overplant Worry Alley,,,Buggy Village,OB3 4SZ,107.9929,115.6614,E44429896,E77149615,E52215891,E52941440,E14137298,3,4,HH_LF3R2E,,,0,0,7
62443387733,52784020978,HH,Household,U,RD04,,504 Unwashed Protozoan Road,,,Clubhouse Hamlet,FK6 4YD,-2.7405,-143.7069,E24788129,E71508581,E83045011,E23249484,E10723763,5,5,HH_LF3R2E,,,0,0,32
14118820662,78608886079,HH,Household,U,RD02,,421 Canola Polyester Street,,,Agenda City,RG6 7LM,35.6433,-112.9473,E42023684,E84989698,E98443121,E47242614,E26730615,3,1,HH_LF3R2E,,,0,0,72
21447977246,44047906898,HH,Household,U,RD06,,855 Stonewall Cupid Passage,,,Uncommon Hamlet,DK6 4TN,5.9628,152.7866,E20002843,E43972482,E99244217,E36147569,E29351481,4,3,HH_LF3R2E,,,0,0,73
59459263392,94349178651,HH,Household,U,RD06,,214 Footnote Living Avenue,,,Stoppable City,LS9 9WP,82.8851,152.8741,E99601215,E67052739,E22593282,E30772628,E56922558,5,5,HH_LF3R2E,,,0,0,15
39496664457,91023934118,HH,Household,U,RD04,,184 Doorway Sadness Way,,,Trump Town,EV9 5RR,22.4934,-119.7206,E86272815,E12079488,E41722204,E45839261,E62859166,2,1,HH_LF3R2E,,,0,0,35
89834052806,35179106480,HH,Household,U,RD05,,349 Unifier Rimmed Passage,,,Passive City,NK5 5VR,64.2270,-85.5147,E20364289,E29174720,E33470110,E77448636,E50047828,2,4,HH_LF3R2E,,,0,0,21
21968740220,97507955129,HH,Household,U,RD03,,994 Bluish Zipping Alley,,,Pouch Hamlet,CK7 1VY,17.9657,-14.1135,E93017620,E23554449,E31109033,E30472806,E32257834,3,3,HH_LF3R2E,,,0,0,7
