UPRN,ESTAB_UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY,CE_SECURE,PRINT_BATCH
29837879582,93887485937,HH,Household,U,RD04,,201 Oink Occultist Alley,,,Octane Hamlet,AI9 9DL,126.6468,36.5008,W83199046,N34576295,E62167730,W41573836,E40124431,1,2,HH_LF2R3AE,,,0,0,62
67745489728,94110697214,HH,Household,U,RD04,,367 Buddhist Lasso Road,,,Think City,XJ8 2UW,-107.9569,1.4346,N97891288,W46625787,E32295660,E87168696,W37086824,2,1,HH_LF2R3AE,,,0,0,50
35755525453,23772502976,HH,Household,U,RD06,,567 Groove Wrist Lane,,,Driving Village,VW7 9NY,86.5849,-132.7318,W91649401,E77809850,E31680848,W77405536,W84238360,3,4,HH_LF2R3AE,,,0,0,25
27825419362,47544657179,HH,Household,U,RD05,,386 Divisible Comrade Alley,,,Rash Village,KN6 5PI,82.1891,55.6093,N33381623,N83408382,E16628167,E33952514,N65625510,4,4,HH_LF2R3AE,,,0,0,94
67485718792,67602828347,HH,Household,U,RD02,,737 Avid Rehab Passage,,,Shell Hamlet,GS5 6LR,-115.7167,-26.2686,N85011493,E50055935,W89571368,N98571462,E85473317,1,4,HH_LF2R3AE,,,0,0,14
23160650986,86458102497,HH,Household,U,RD04,,124 Encrust Party Street,,,Parsnip Village,TC1 4IJ,-56.6192,135.1573,E56159547,W62572102,E16170562,N61084626,E90810468,1,3,HH_LF2R3AE,,,0,0,25
20106066987,16379065501,HH,Household,U,RD03,,692 Magnetize Hurt Way,,,Exploit Village,HO3 9AC,-170.1235,74.9437,E37296352,E14808985,W38472590,W46515181,E17884462,1,1,HH_LF2R3AE,,,0,0,82
89783095708,30440147272,HH,Household,U,RD02,,951 Sludge Atrium Street,,,Sanction Village,GS2 1CU,-49.6754,170.9166,W80295773,N22949057,N20420217,W87516797,E12581868,3,1,HH_LF2R3AE,,,0,0,49
54386100452,23670310206,HH,Household,U,RD03,,800 Ipad Sixties Passage,,,Alumni Village,HW5 5GD,-68.7988,-78.7023,N40085747,W31252166,E30060984,E38518296,W23915907,4,2,HH_LF2R3AE,,,0,0,52
20196053532,64768507698,HH,Household,U,RD03,,456 Finch Padding Lane,,,Discount Town,EE3 4GC,145.6472,-10.1620,E22146273,E39933620,W33471590,N35688765,W70438373,2,2,HH_LF2R3AE,,,0,0,90
36803725352,22770856077,HH,Household,U,RD04,,869 Washout Speller Lane,,,Giblet Town,IP6 7YG,-154.1333,10.4780,E73762831,N35106495,N45641748,N80189106,E87729515,1,1,HH_LF2R3AE,,,0,0,46
81858471021,21703853025,HH,Household,U,RD04,,239 Bronco Retract Lane,,,Pogo Village,MT2 6DW,-170.3238,-41.3208,E22905617,N12903564,E57207065,E41080828,W88847790,1,5,HH_LF2R3AE,,,0,0,98
70746386542,10580721932,HH,Household,U,RD03,,721 Enclose Register Alley,,,Manila Hamlet,GD1 3MG,-73.5513,-58.4747,W89613260,W57912624,W25022593,N51131676,N87881117,3,4,HH_LF2R3AE,,,0,0,38
26310879698,92006170186,HH,Household,U,RD05,,792 Irregular Untying Alley,,,Pogo Village,TE5 2IX,-179.7950,-143.9108,E76785763,E88543714,W99725506,N68722637,N69166041,4,4,HH_LF2R3AE,,,0,0,96
56876652112,78419785134,HH,Household,U,RD06,,4 Fervor Unmixed Alley,,,Outboard Village,CV2 1FU,67.1697,110.3440,W96861542,E38852142,W87637481,W23927505,N72546969,4,2,HH_LF2R3AE,,,0,0,93
50611466197,38884407321,HH,Household,U,RD03,,883 Compacted Unwired Passage,,,Corporal City,UW6 2XM,101.3613,70.9708,E23324164,E40412009,N85691036,E74691278,W51284338,4,2,HH_LF2R3AE,,,0,0,43
74999772784,49278051893,HH,Household,U,RD04,,251 Crispness Atrocious Passage,,,Consult Hamlet,DS6 9BY,-47.1277,-176.9250,E84879210,N54923126,N31508240,W34816321,E23091594,5,3,HH_LF2R3AE,,,0,0,84
82360498896,19925095861,HH,Household,U,RD02,,259 Easeful Gloater Road,,,Barista City,DU1 9IV,106.3677,-21.4189,W31435996,W82844842,E80827635,N97064527,E96168615,4,5,HH_LF2R3AE,,,0,0,88
73284240951,44072597682,HH,Household,U,RD06,,635 Cleft Tableware Lane,,,Oppressor Town,FM5 2HQ,125.7066,150.9039,E45289135,E66052196,W91176349,W12791218,W93037249,4,3,HH_LF2R3AE,,,0,0,59
99081668153,54551889131,HH,Household,U,RD06,,498 Deduce Sinister Street,,,Armless Town,EF3 5KF,133.1878,60.6774,E22589510,N19099506,W37168253,W35318490,W90188473,3,4,HH_LF2R3AE,,,0,0,50
56307717821,80105813554,HH,Household,U,RD06,,95 Reapprove Seventeen Avenue,,,Clinking Village,OA3 8RL,92.8531,75.9724,E35816682,W19597711,W97973073,W72685434,W86885856,1,1,HH_LF2R3AE,,,0,0,87
23865661093,82732606241,HH,Household,U,RD04,,87 Badge Underdone Alley,,,Retail Town,BQ6 2XQ,140.9581,-148.9786,W14069211,E53922316,E67498560,N77586984,N39095262,5,2,HH_LF2R3AE,,,0,0,77
34421628626,76167818509,HH,Household,U,RD04,,300 Tropical Darkening Lane,,,Starch Town,CG8 2TK,162.2484,-97.2837,N49013904,W38999256,E86249111,E54869632,E79993952,4,2,HH_LF2R3AE,,,0,0,58
82511034970,81010758770,HH,Household,U,RD06,,963 Unclasp Occupancy Avenue,,,Nuclei Village,QU6 1GB,56.8536,24.9763,E31944015,N23338073,E81651387,W50205712,E41068372,3,1,HH_LF2R3AE,,,0,0,13
96905873892,90355040875,HH,Household,U,RD03,,715 Purplish Colt Lane,,,Cope Town,PE6 8TL,-119.3726,87.2142,N47311457,N22562816,W33758371,W65307331,N33262809,4,1,HH_LF2R3AE,,,0,0,11
40795282213,74369779327,HH,Household,U,RD06,,103 Defiling Shampoo Alley,,,Cycling City,PF9 5UY,-57.7818,172.9489,E70425125,N45588629,E57264344,W63966444,W49511386,5,1,HH_LF2R3AE,,,0,0,13
10840942016,34050996894,HH,Household,U,RD04,,199 Showdown Track Street,,,Backpedal Hamlet,YP2 1EY,-52.9246,-49.2427,E94781886,N97499745,W71014421,W79223047,W32968074,4,2,HH_LF2R3AE,,,0,0,73
23017375295,14733825561,HH,Household,U,RD04,,789 Scouring Sled Street,,,Unwrapped City,MG4 4BW,7.2307,-130.7824,N10452693,W79034271,E28395170,E13739039,W77371716,1,3,HH_LF2R3AE,,,0,0,30
28127726999,98521578464,HH,Household,U,RD02,,423 Financial Backside Street,,,District Village,UM7 5CY,-178.1352,-97.2056,N55999119,W46675686,W65499960,N69112153,W98762402,5,4,HH_LF2R3AE,,,0,0,78
52574655929,65047246588,HH,Household,U,RD02,,736 Junior Attest Alley,,,Molar Hamlet,EO3 5BT,141.9664,171.5653,E20088515,E66783178,E61139908,W71210520,W40333487,5,3,HH_LF2R3AE,,,0,0,14
91796948555,37866115447,HH,Household,U,RD03,,344 Idly Sappy Avenue,,,Unpainted Town,FW2 1FS,-90.7110,-130.9635,W47796153,E48236538,W17503769,N66182223,N22176762,4,2,HH_LF2R3AE,,,0,0,40
26143286789,12356804678,HH,Household,U,RD06,,703 Dime Deafness Road,,,Swoop Hamlet,GY1 2SE,32.6356,-179.2668,W89793879,W97283309,W79540624,N85208478,W33794903,3,2,HH_LF2R3AE,,,0,0,89
31147343310,46176082675,HH,Household,U,RD02,,588 Glue Gliding Passage,,,Trio Hamlet,SP1 6OY,-98.8426,16.5227,N37522666,W62597182,W25683131,N77323439,E45215592,3,5,HH_LF2R3AE,,,0,0,30
94011302076,17735394417,HH,Household,U,RD03,,353 Slug Obstinate Avenue,,,Velcro Village,VU9 2UN,146.4311,-80.1374,W87661750,W27342139,N96551429,E17498587,W87552121,4,5,HH_LF2R3AE,,,0,0,14
48130333965,84067777747,HH,Household,U,RD06,,368 Brittle Patronage Alley,,,Unnatural City,SO7 5TR,53.2635,167.6410,N53320900,E65063550,W59990283,N81596731,W53993573,2,1,HH_LF2R3AE,,,0,0,37
19403671099,38835200994,HH,Household,U,RD03,,823 Scooter Utensil Lane,,,Repeated City,TV2 9WU,-120.1306,51.8157,N82115345,E96341970,E61422600,E66606522,W81428370,5,1,HH_LF2R3AE,,,0,0,11
65112295985,27594314487,HH,Household,U,RD06,,712 Supremacy Crown Lane,,,Duty Hamlet,IV7 4CW,-65.1988,161.2736,E48410511,W89818784,E17769680,E48408911,E48955998,3,2,HH_LF2R3AE,,,0,0,63
66173450387,66577276132,HH,Household,U,RD02,,988 Venomous Grudge Avenue,,,Deferred Town,RV9 2PI,-100.7532,90.4100,E11846814,E16061507,E27512023,N59647549,W81551484,2,5,HH_LF2R3AE,,,0,0,88
39421062636,32778801220,HH,Household,U,RD05,,751 Aground Morally Road,,,Smith Village,EH7 7FY,177.7375,127.6483,E34274966,E75523367,N77543805,W29992724,N40375752,5,3,HH_LF2R3AE,,,0,0,75
20809893202,92837033593,HH,Household,U,RD04,,192 Password Unshaved Lane,,,Clatter Village,TZ6 6DG,-132.2065,-48.1507,N26199854,E31768234,N53300700,E16767351,W14897042,1,3,HH_LF2R3AE,,,0,0,69
19231563011,56123434074,HH,Household,U,RD03,,434 Abreast Unviable Passage,,,Maroon City,GF7 2SF,-178.9802,36.8052,W67900736,W56761795,N98688587,W18689021,N89077078,5,2,HH_LF2R3AE,,,0,0,61
62835009890,59366727235,HH,Household,U,RD05,,239 Sprinkled Thicken Road,,,Outcome City,LY7 2LI,-140.9750,-125.3648,N29553394,N83699656,W47427276,N67971533,W60824874,3,3,HH_LF2R3AE,,,0,0,37
91333907043,89234988346,HH,Household,U,RD05,,607 Survival Blot Lane,,,Tremor Town,NH8 2CT,14.1350,-135.6468,W53802333,E77028308,N59956536,W95100074,E58071800,1,2,HH_LF2R3AE,,,0,0,81
90088472497,87430661940,HH,Household,U,RD06,,281 Princess Coastal Alley,,,Anytime Town,ZB4 9EJ,154.4568,96.6146,N52263735,W16839821,E73953494,W13786680,W26646000,5,1,HH_LF2R3AE,,,0,0,17
82672873666,67071220692,HH,Household,U,RD04,,331 Fragile Grandly Alley,,,Undrafted Town,HC9 3DW,114.4828,-7.8609,N48338403,E81945726,W92543541,N59513545,N59405216,3,4,HH_LF2R3AE,,,0,0,36
22030412010,95058196755,HH,Household,U,RD04,,646 Parting Buzz Passage,,,Gizmo Village,IC2 8TL,-4.8657,-126.7317,E27734119,N19802221,N91302153,W61411798,E40954584,3,4,HH_LF2R3AE,,,0,0,17
27360600901,67116920764,HH,Household,U,RD03,,812 Tiptoeing Paternal Alley,,,Starter Town,HM4 6GT,-26.3507,57.4027,N39863311,N39823726,E38807215,N57608603,W14984701,4,5,HH_LF2R3AE,,,0,0,60
62083196806,15735823185,HH,Household,U,RD05,,615 Lumpish Viability Passage,,,Suffocate Hamlet,UO9 8WG,-126.8439,-133.3762,E57363817,E79886116,E17717391,E50818246,N66731815,5,1,HH_LF2R3AE,,,0,0,30
78959777288,31697390392,HH,Household,U,RD04,,53 Busboy Motor Way,,,Sedate City,XQ3 6KI,-118.7292,-50.2551,W57003188,E29125562,E11841350,N16913479,W67072664,3,3,HH_LF2R3AE,,,0,0,77
10505905414,20005216453,HH,Household,U,RD03,,2 Elope Coleslaw Passage,,,Ahead Hamlet,IB5 5PK,179.1080,-146.7964,N64159323,N48344421,E92992033,W12941709,E83894727,5,3,HH_LF2R3AE,,,0,0,32
17053670333,51725308560,HH,Household,U,RD06,,979 Barstool Unvalued Alley,,,Genre Town,AM3 9QV,-150.5472,-147.4383,N64031810,N38781529,E29881492,E85672482,W25955450,3,5,HH_LF2R3AE,,,0,0,12
99664313376,50967762894,HH,Household,U,RD04,,673 Mulberry Septic Street,,,Devouring Town,QA6 2MG,-20.3915,-21.8147,N35658906,N71247347,N47865073,W98735395,W76220725,2,4,HH_LF2R3AE,,,0,0,79
58115562234,58644309012,HH,Household,U,RD03,,853 Silk Lint Avenue,,,Sandpaper City,IB2 3FV,48.3241,-96.8509,E92550157,N90853236,N12639127,W12566223,N49332487,5,1,HH_LF2R3AE,,,0,0,12
10997320708,39587577808,HH,Household,U,RD04,,605 Crumpet Detention Lane,,,Trailside Village,NP1 8UH,143.4021,161.6942,W83431255,E34548335,E85403807,E20823533,N92936285,4,5,HH_LF2R3AE,,,0,0,30
20621742023,11279083862,HH,Household,U,RD03,,296 Glue Diaphragm Alley,,,Giblet Town,TD2 7UZ,27.4978,80.4797,N88667719,W85235319,E43154715,E44450440,N83503171,5,3,HH_LF2R3AW,,,0,0,21
38782870961,74091496102,HH,Household,U,RD05,,501 Happiest Rewind Lane,,,Tribunal Village,GI5 7AO,48.2322,164.1993,E20905003,E61340002,W98935904,N16299024,N64607805,3,3,HH_LF2R3AW,,,0,0,13
14508294730,73797429638,HH,Household,U,RD05,,763 Carpool Showoff Road,,,Reliably Village,RW4 5QO,126.9135,-123.4697,E37080302,E44113356,N31419457,W83019991,W47912380,2,3,HH_LF2R3AW,,,0,0,74
27020855338,39709698831,HH,Household,U,RD02,,746 Sensitive Impending Street,,,Slimy Town,DS8 2WR,-18.6816,117.8809,W86354151,E60193076,E43064420,W39609569,W45641878,2,1,HH_LF2R3AW,,,0,0,97
36019742857,88779118698,HH,Household,U,RD06,,108 Unmindful Ultimatum Alley,,,Lividly City,GV5 5GW,113.1434,163.8089,N12960255,E15999218,N15259679,W30276116,W48883478,5,1,HH_LF2R3AW,,,0,0,34
88003883131,44628796466,HH,Household,U,RD05,,778 Superhero Severity Alley,,,Election City,PK3 9RE,61.6902,-75.8595,E70730716,E75798065,E78178378,E26765395,W10527867,3,5,HH_LF2R3AW,,,0,0,96
57586799603,38629214884,HH,Household,U,RD03,,212 Duller Unabashed Street,,,Font City,OZ7 4RG,-21.9656,2.9991,W16222204,W72300132,N52780783,W52378948,W33948978,4,4,HH_LF2R3AW,,,0,0,30
14603295794,18931041101,HH,Household,U,RD06,,773 Pajamas Uncork Alley,,,Pagan City,KX5 5EU,126.6575,-37.3251,N89339867,N72824320,E35723497,E88231645,W15115945,2,4,HH_LF2R3AW,,,0,0,9
24470816697,51784308912,HH,Household,U,RD06,,96 Confider Portfolio Lane,,,Croak Hamlet,FA6 6LJ,-160.2480,14.6900,W73009399,N61024701,E31566105,N97364598,E53476920,3,5,HH_LF2R3AW,,,0,0,21
67671857500,60811481236,HH,Household,U,RD04,,69 Unwrapped Speckled Alley,,,Tattoo Village,MJ3 6CS,34.8104,-175.4897,N90160572,E52049756,W65839988,W96631723,N72892037,3,2,HH_LF2R3AW,,,0,0,40
63056429285,77793687991,HH,Household,U,RD05,,165 Herbal Unselfish Road,,,Decipher Hamlet,NH8 7PY,90.6670,-155.4906,W87915418,N68284845,W81654699,E27840820,E38329988,1,3,HH_LF2R3AW,,,0,0,51
28923937571,27191123233,HH,Household,U,RD02,,568 Siberian Clay Street,,,Quack City,DL7 3VS,-93.1437,41.4423,W26905428,W89767759,N72695862,W95193498,W22515675,3,3,HH_LF2R3AW,,,0,0,16
44530045270,86493339249,HH,Household,U,RD03,,158 Maternity Gap Lane,,,Finished City,UV6 9YQ,-91.1769,6.7508,N79304021,E91918646,N91870005,W43063500,N68869590,3,3,HH_LF2R3AW,,,0,0,89
10411680451,18740054102,HH,Household,U,RD03,,950 Unsealed Unkind Alley,,,Rockslide Village,KQ9 4GM,136.5878,25.7459,N92646969,N63381589,E78416235,N16890732,N28697058,2,2,HH_LF2R3AW,,,0,0,35
27749032687,73428508859,HH,Household,U,RD05,,510 Safely Travesty Road,,,Opossum City,VO6 9IG,85.2652,27.3323,N81258837,N81524190,N20809563,N29179927,N66898067,3,3,HH_LF2R3AW,,,0,0,71
14503229645,27216856533,HH,Household,U,RD06,,192 Scored Unmanaged Alley,,,Slicing Hamlet,IJ8 3WT,11.5321,18.9737,W13326127,N66899366,N63527466,E87272914,W32744199,2,1,HH_LF2R3AW,,,0,0,4
30380701685,95919254691,HH,Household,U,RD06,,602 Plow Semicolon Street,,,Stress City,BU5 8JV,-109.2133,118.4516,W96486069,W68669350,N53528825,W95821915,N80258871,1,4,HH_LF2R3AW,,,0,0,72
25801690743,41527989909,HH,Household,U,RD05,,693 Grumbling Discard Alley,,,Sprinkler Hamlet,IY8 7KZ,87.3318,-1.3361,W78955333,E81712472,W32139931,N21569126,N49122687,5,3,HH_LF2R3AW,,,0,0,31
52465618031,41162395500,HH,Household,U,RD02,,211 Unadorned Such Street,,,Tuesday City,FG5 1QI,-56.4634,41.6626,W24677043,E79769030,E40022337,E39312567,E39868612,2,4,HH_LF2R3AW,,,0,0,16
68075743076,11650036107,HH,Household,U,RD04,,665 Platypus Gestate Way,,,Rumor City,FE2 1NL,169.5446,65.2025,E60090481,W72446065,W64282968,E50701979,N52197183,4,4,HH_LF2R3AW,,,0,0,11
95011908345,30449885699,HH,Household,U,RD02,,195 Urology Oak Road,,,Groin Village,KB3 3BW,16.3839,-130.5703,N33527612,W98596975,N89141674,E40913347,W17902483,4,3,HH_LF2R3AW,,,0,0,45
67359567327,11805520608,HH,Household,U,RD02,,384 Kissing Obscure Road,,,Ecosphere Hamlet,UM2 9ZO,-17.3556,-28.2113,W85325824,N12842662,N27947838,E74908753,W67706047,1,1,HH_LF2R3AW,,,0,0,63
90958566618,44706889327,HH,Household,U,RD05,,376 Throat Divinity Avenue,,,Skinning Village,SS5 7LO,134.2018,96.2783,N22020156,E37641593,E41095676,N79127474,N57687651,1,1,HH_LF2R3AW,,,0,0,24
71891886978,20917710403,HH,Household,U,RD02,,354 Reformed Chokehold Street,,,Tingling Hamlet,PX8 1FW,-179.5546,-178.2571,E72791529,W35197581,E30617611,W12679075,W71417371,4,2,HH_LF2R3AW,,,0,0,51
68213763341,47280852388,HH,Household,U,RD02,,282 Timothy Avert Road,,,Plutonium City,ET1 9EF,119.1856,61.3091,N74282046,N75929545,N77019651,N24775973,W75208011,2,1,HH_LF2R3AW,,,0,0,22
91452753689,81012032401,HH,Household,U,RD04,,283 Dodgy Promoter Lane,,,Curtsy Town,AP3 2QA,44.2308,-145.3603,E67385970,N45375959,W53947089,E65708979,W98359984,5,5,HH_LF2R3AW,,,0,0,52
58765902282,21308236924,HH,Household,U,RD02,,158 Foil Hamburger Lane,,,Stylishly Hamlet,MO2 8SN,153.8598,-89.8100,N42069340,W30923781,E56088036,E63367485,W58916404,4,3,HH_LF2R3AW,,,0,0,49
68469783422,17095397955,HH,Household,U,RD06,,751 Ungloved Handgrip Alley,,,Tattoo Town,VW5 8JD,29.5544,29.3591,N56500764,W66247592,N46085778,N84375313,E41470844,4,4,HH_LF2R3AW,,,0,0,47
62370471613,33695096358,HH,Household,U,RD06,,427 Fleshed Absinthe Alley,,,Gawk Hamlet,IH2 2ON,-125.9463,-85.2037,E78384762,W60402259,W97499947,E81418419,W73342290,2,5,HH_LF2R3AW,,,0,0,32
22402963904,83058221958,HH,Household,U,RD03,,876 Cleat Exceeding Way,,,Angelic Hamlet,HZ8 5YU,170.2362,-19.7903,E68758304,W11166584,W79374130,W86245507,W42377828,3,3,HH_LF2R3AW,,,0,0,16
36420263908,99139384814,HH,Household,U,RD06,,809 Denture Manlike Avenue,,,Bloating Hamlet,OG9 5NV,-134.5751,-86.3462,N52074166,W34127498,W80032614,N77788173,N76320267,1,3,HH_LF2R3AW,,,0,0,37
44932048545,34117151853,HH,Household,U,RD05,,329 Racing Lethargic Way,,,Marshy City,QB8 7BZ,51.4142,54.7594,N14761968,N22032315,N70419809,N90972692,N25567712,2,2,HH_LF2R3AW,,,0,0,15
20606735311,48866148156,HH,Household,U,RD02,,200 Celery Leotard Lane,,,Bonsai Village,SH8 1EK,143.5639,55.5388,N88382670,E98423417,N60058858,W59333202,N84046892,3,3,HH_LF2R3AW,,,0,0,95
57203362559,16033214134,HH,Household,U,RD03,,445 Happy Dipper Alley,,,Rendering City,JE3 7DI,75.8032,116.3859,N41107109,W42563959,E40372297,N39115444,N22185172,5,2,HH_LF2R3AW,,,0,0,47
48052044992,63329882433,HH,Household,U,RD03,,340 Cramp Large Passage,,,Coherent Village,ID9 1MB,3.9523,-105.4258,W92832531,W33116547,W13112848,W87249799,N16790150,3,5,HH_LF2R3AW,,,0,0,6
94220447051,65678812864,HH,Household,U,RD03,,104 Catsup Snazzy Passage,,,Tricking Hamlet,WS1 2BG,-77.8131,-150.5598,N60491058,N18273604,E94555597,E69064152,E98300768,1,3,HH_LF2R3AW,,,0,0,21
65220880048,46668976344,HH,Household,U,RD06,,370 Gaffe Skillful Road,,,Hyphen Village,US7 4VL,-108.9619,162.5332,E54257751,N61321259,W58055915,W12548148,N69037104,1,4,HH_LF2R3AW,,,0,0,6
50625473332,30041304405,HH,Household,U,RD05,,501 Churn Rearrange Way,,,Grappling Village,BP7 9PQ,-70.8578,86.1073,E53742422,N87066255,E92568806,W53491627,N36804706,1,2,HH_LF2R3AW,,,0,0,83
66644358416,28967462187,HH,Household,U,RD06,,865 Muppet Sauna Lane,,,Pentagram Hamlet,JV9 8JP,66.7261,139.1087,E32024176,N70084341,W26509851,E49304910,N54749537,2,4,HH_LF2R3AW,,,0,0,59
98795633868,33504718855,HH,Household,U,RD05,,983 Refining Unusable Alley,,,Duly City,AR7 1GV,28.4214,57.8674,N25133384,E98584000,E19393827,N93596467,W56072542,2,4,HH_LF2R3AW,,,0,0,91
47731964596,44926321911,HH,Household,U,RD03,,261 Superbowl Plot Street,,,Chubby Hamlet,UW6 1PR,-41.4945,116.2895,N95583911,W70719253,N26070267,W50228641,W57575498,3,5,HH_LF2R3AW,,,0,0,83
60659312492,46299527892,HH,Household,U,RD06,,543 Eligibly Charging Lane,,,Candied City,ST7 9KO,39.4472,-160.7581,E18095020,E45631642,E79875277,E46510557,N21881023,2,2,HH_LF2R3AW,,,0,0,41
74991162929,74361216436,HH,Household,U,RD04,,728 Twisty Silliness Road,,,Revered City,RW8 5DO,-106.7548,-48.8508,W85343172,N96768278,E69789450,N39157406,W35053112,3,5,HH_LF2R3AW,,,0,0,52
62601277990,43639264356,HH,Household,U,RD03,,632 Dwelling Usual Alley,,,Crept Village,WZ8 5BV,171.1164,180.8475,N69602790,E21257674,W30767313,N74626573,W49922081,4,3,HH_LF2R3AW,,,0,0,86
70526627059,85666478372,HH,Household,U,RD06,,190 Crazed Quintet Alley,,,Marbles Village,PD4 4AU,1.2940,0.7583,W38385681,W56011425,E76379665,N54492147,N34043296,5,2,HH_LF2R3AW,,,0,0,2
61584765122,65325341709,HH,Household,U,RD02,,335 Stencil Getup Way,,,Urban City,NX1 2OZ,-174.9701,-84.3225,W74721458,W25629825,W60963647,E72197967,W31965806,5,3,HH_LF2R3AW,,,0,0,29
48465677966,97569673233,HH,Household,U,RD04,,262 Reshuffle Sagging Alley,,,Plutonium Hamlet,GY8 9SB,-90.7533,32.8303,W59468540,N67949966,W17922815,E58497779,W79725855,5,2,HH_LF2R3AW,,,0,0,24
30857296898,12489096181,HH,Household,U,RD04,,832 Riot Bacterium Road,,,Diabetes Village,HF6 6LP,-82.5604,-61.4310,W39178450,N66007671,W35449608,E22145890,N20252339,5,1,HH_LF2R3AW,,,0,0,17
63375977558,71899355560,HH,Household,U,RD03,,551 Nappy Wages Way,,,Ethics City,CM6 7AQ,26.2994,87.6973,N32984365,N81064166,E75215884,N92383534,E13779831,4,1,HH_LF2R3AW,,,0,0,80
44792290488,11226271643,HH,Household,U,RD04,,9 Employee Recent Passage,,,Eclipse Town,EJ2 8QW,-35.4490,49.4184,N16798291,E83105049,N52406855,N25324623,E59179253,1,2,HH_LF2R3AW,,,0,0,23
47478393630,82933394956,HH,Household,U,RD02,,668 Napkin Financial Avenue,,,Superglue City,JL3 7LB,65.3518,56.4891,N20516191,W81772473,W34131966,E35479091,W53678645,5,3,HH_LF2R3AW,,,0,0,64
62518952617,37724205219,HH,Household,U,RD05,,284 Diaper Caucus Street,,,Dismantle Town,YI6 5QX,-87.6063,-86.6145,N77660538,W10042702,E16699721,E16043009,N23145361,2,5,HH_LF2R3AW,,,0,0,74
99437832472,69934477219,HH,Household,U,RD05,,698 Mooned Coexist Road,,,Guy Village,UG2 8ZQ,-169.3608,-103.6630,W43137806,N29862104,E87714719,W25817007,N53439452,1,3,HH_LF2R3AW,,,0,0,78
59678148533,23735551987,HH,Household,U,RD03,,947 Closure Fiftieth Alley,,,Elitism Village,IN8 2VV,103.4339,47.9845,N56555322,E21340388,N59768670,E66750936,W74546618,4,3,HH_LF2R3AW,,,0,0,9
51058665814,99748705044,HH,Household,U,RD06,,370 Monoxide Cathouse Street,,,Skier Village,MZ4 4XA,-171.8795,-79.1391,W66918244,N24693424,E59617632,N86525173,W57283634,1,5,HH_LF2R3AW,,,0,0,95
22538364253,29833699800,HH,Household,U,RD04,,589 Dice Disdain Lane,,,Bungee Village,XN8 6WU,94.4633,-127.4854,W68045256,E65262514,N31298977,E82201541,N82114404,2,1,HH_LF2R3AW,,,0,0,21
54145772650,63962530178,HH,Household,U,RD03,,235 Slush Tragedy Way,,,Glamorous Hamlet,VK5 4UU,-93.4400,-34.4541,W63099543,E81672774,E53178433,N79622704,E77630613,5,2,HH_LF2R3AW,,,0,0,36
88022634713,94687473925,HH,Household,U,RD03,,216 Culture Disparity Way,,,Kiln Village,HW8 4CW,-141.3979,-136.7885,E46081792,E60785042,W80472561,E54813592,N68858632,1,3,HH_LF2R3AW,,,0,0,68
47082877853,27790500920,HH,Household,U,RD06,,834 Request Expulsion Street,,,Endanger Town,JI8 6KE,-153.1397,178.5578,N54118286,E17441298,E59809473,E82391116,N43400261,2,5,HH_LF2R3AW,,,0,0,26
79747155413,20609406623,HH,Household,U,RD02,,419 Spray Thinner Avenue,,,Married Town,RT2 2KB,125.7405,149.1002,N81193554,W36464103,W23394983,E21547830,E37405400,4,4,HH_LF2R3AW,,,0,0,12
20317763996,84111617375,HH,Household,U,RD06,,282 Tacking Jitters Way,,,Rust Hamlet,YE6 6WR,64.4770,151.3643,N28252884,W53304609,E32420192,E84496023,W48095639,3,2,HH_LF2R3AW,,,0,0,91
26341228573,59791849048,HH,Household,U,RD03,,645 Spoiler Racing Way,,,Amply Town,EE2 4CT,83.3381,21.6433,W48508269,E81172377,E32300275,N46972218,N70808498,3,5,HH_LF2R3AW,,,0,0,64
94289121227,39030027135,HH,Household,U,RD04,,91 Skyline Emotion Avenue,,,Sensitive Hamlet,DL7 7MW,-105.7413,-74.9874,N66333709,E11350908,N70737277,E90688925,N15829953,2,4,HH_LF2R3AW,,,0,0,5
82162757267,51992746243,HH,Household,U,RD03,,853 Blank Barley Lane,,,Unopposed City,GG9 4DA,-66.4532,71.4491,E74993220,E14865674,W95856012,N28833460,W29332142,4,4,HH_LF2R3AW,,,0,0,59
34955567649,16755560009,HH,Household,U,RD05,,30 Wanting Making Road,,,Sandblast Town,NH2 9PN,6.1843,43.4472,E57904183,E87713714,W44644639,N45070410,W98291395,1,2,HH_LF2R3AW,,,0,0,99
67281010155,53283160080,HH,Household,U,RD06,,282 Kung Harmonica Lane,,,Triumph Village,NP4 9BU,-119.8024,-20.3297,W42449398,E37355503,N77521399,E80838287,E71035890,3,1,HH_LF2R3AW,,,0,0,85
93277581839,20734635413,HH,Household,U,RD06,,950 Headlamp Relearn Alley,,,Flashily Town,KN3 3JG,35.7673,-175.7808,N64319232,N93545424,E94197624,E46781286,E49175409,3,4,HH_LF2R3AW,,,0,0,74
